"reg_code";"prio_year";"tech";"nr_patents"
"HU321";2008;"Y10T";1
"HU322";2008;"A61K";1
"HU322";2008;"B29C";1
"HU322";2008;"B29K";1
"HU322";2008;"B60T";2
"HU322";2008;"C07D";1
"HU322";2008;"H01B";1
"HU322";2008;"H01J";1
"HU323";2008;"C07B";1
"HU323";2008;"C07C";1
"HU323";2008;"C07D";1
"HU323";2008;"C07K";1
"HU323";2008;"C10J";1
"HU323";2008;"Y02E";1
"HU323";2008;"Y02P";1
"HU331";2008;"A01B";1
"HU331";2008;"A22C";1
"HU331";2008;"A23L";1
"HU331";2008;"B01D";1
"HU331";2008;"B60G";1
"HU331";2008;"B60T";4
"HU331";2008;"B62D";1
"HU331";2008;"F15B";1
"HU331";2008;"F16D";2
"HU331";2008;"G01C";1
"HU331";2008;"G01J";1
"HU331";2008;"G06F";1
"HU331";2008;"H01S";2
"HU331";2008;"H04L";6
"HU332";2008;"B82Y";1
"HU332";2008;"C07D";3
"HU332";2008;"C08J";1
"HU332";2008;"C08K";1
"HU332";2008;"H04L";1
"HU332";2008;"H04W";1
"HU333";2008;"A61F";1
"HU333";2008;"A61K";5
"HU333";2008;"A61L";1
"HU333";2008;"A63B";1
"HU333";2008;"B01J";1
"HU333";2008;"B23D";1
"HU333";2008;"B82Y";2
"HU333";2008;"C04B";2
"HU333";2008;"C07K";2
"HU333";2008;"C08J";1
"HU333";2008;"C08K";1
"HU333";2008;"C11D";1
"HU333";2008;"C12N";3
"HU333";2008;"E04B";1
"HU333";2008;"F27D";1
"HU333";2008;"G01J";1
"HU333";2008;"G01N";1
"HU333";2008;"G02B";1
"HU333";2008;"H01S";2
"HU333";2008;"H04L";4
"HU333";2008;"H04W";4
"HU333";2008;"Y02W";1
"HU333";2008;"Y10T";1
"HUZZZ";2008;"A61H";1
"HUZZZ";2008;"A61M";1
"HUZZZ";2008;"C07C";2
"HUZZZ";2008;"G06Q";1
"HUZZZ";2008;"Y02P";1
"HU101";2009;"A23L";2
"HU101";2009;"A23V";1
"HU101";2009;"A24D";1
"HU101";2009;"A43D";1
"HU101";2009;"A47C";1
"HU101";2009;"A47K";2
"HU101";2009;"A61B";2
"HU101";2009;"A61H";1
"HU101";2009;"A61K";18
"HU101";2009;"A62D";1
"HU101";2009;"A63F";1
"HU101";2009;"B01D";3
"HU101";2009;"B01L";1
"HU101";2009;"B03C";1
"HU101";2009;"B05D";1
"HU101";2009;"B06B";1
"HU101";2009;"B31B";1
"HU101";2009;"B32B";2
"HU101";2009;"B60G";2
"HU101";2009;"B60T";6
"HU101";2009;"B61F";1
"HU101";2009;"B62D";2
"HU101";2009;"B65B";1
"HU101";2009;"B65D";4
"HU101";2009;"B65G";1
"HU101";2009;"B66C";2
"HU101";2009;"B81B";1
"HU101";2009;"B82Y";2
"HU101";2009;"C02F";2
"HU101";2009;"C04B";1
"HU101";2009;"C07C";4
"HU101";2009;"C07D";14
"HU101";2009;"C07J";2
"HU101";2009;"C07K";3
"HU101";2009;"C08B";1
"HU101";2009;"C08G";1
"HU101";2009;"C08K";1
"HU101";2009;"C08L";2
"HU101";2009;"C09D";2
"HU101";2009;"C09J";2
"HU101";2009;"C10G";2
"HU101";2009;"C10L";2
"HU101";2009;"C10M";1
"HU101";2009;"C11D";1
"HU101";2009;"C12C";1
"HU101";2009;"C12M";1
"HU101";2009;"C12N";4
"HU101";2009;"C12P";1
"HU101";2009;"C21B";1
"HU101";2009;"D06F";1
"HU101";2009;"E03D";1
"HU101";2009;"E05F";1
"HU101";2009;"E05Y";1
"HU101";2009;"E21B";1
"HU101";2009;"F01C";1
"HU101";2009;"F01K";4
"HU101";2009;"F02B";1
"HU101";2009;"F02D";1
"HU101";2009;"F02F";1
"HU101";2009;"F04C";1
"HU101";2009;"F16B";1
"HU101";2009;"F16D";1
"HU101";2009;"F16K";5
"HU101";2009;"F27B";1
"HU101";2009;"F28B";5
"HU101";2009;"F28C";2
"HU101";2009;"F28D";1
"HU101";2009;"F28F";1
"HU101";2009;"G01J";1
"HU101";2009;"G01N";4
"HU101";2009;"G01P";2
"HU101";2009;"G01S";1
"HU101";2009;"G02B";5
"HU101";2009;"G05G";1
"HU101";2009;"G06F";4
"HU101";2009;"G06K";1
"HU101";2009;"G06Q";1
"HU101";2009;"H01J";5
"HU101";2009;"H01K";1
"HU101";2009;"H01L";1
"HU101";2009;"H01R";2
"HU101";2009;"H02K";2
"HU101";2009;"H02N";1
"HU101";2009;"H02P";2
"HU101";2009;"H03M";1
"HU101";2009;"H04B";4
"HU101";2009;"H04L";32
"HU101";2009;"H04M";2
"HU101";2009;"H04N";3
"HU101";2009;"H04W";17
"HU101";2009;"H05B";1
"HU101";2009;"Y02B";3
"HU101";2009;"Y02E";2
"HU101";2009;"Y02P";2
"HU101";2009;"Y02T";1
"HU101";2009;"Y02W";2
"HU101";2009;"Y10T";9
"HU102";2009;"A61B";3
"HU102";2009;"A61F";1
"HU102";2009;"A61H";1
"HU102";2009;"A61K";4
"HU102";2009;"A61N";2
"HU102";2009;"A62D";1
"HU102";2009;"B01D";2
"HU102";2009;"B01L";1
"HU102";2009;"B03C";1
"HU102";2009;"B06B";1
"HU102";2009;"B44C";1
"HU102";2009;"B60T";3
"HU102";2009;"B65B";1
"HU102";2009;"B65D";1
"HU102";2009;"B65H";1
"HU102";2009;"B66C";2
"HU102";2009;"B82Y";2
"HU102";2009;"C02F";1
"HU102";2009;"C04B";2
"HU102";2009;"C07C";1
"HU102";2009;"C07D";6
"HU102";2009;"C07H";2
"HU102";2009;"C07J";1
"HU102";2009;"C08G";1
"HU102";2009;"C08L";1
"HU102";2009;"C09D";1
"HU102";2009;"C10G";2
"HU102";2009;"C10L";2
"HU102";2009;"C10M";1
"HU102";2009;"C12N";4
"HU102";2009;"C12P";1
"HU102";2009;"F03B";1
"HU102";2009;"F03D";1
"HU102";2009;"F05B";1
"HU102";2009;"F16K";3
"HU102";2009;"F21K";2
"HU102";2009;"F21V";2
"HU102";2009;"F21Y";2
"HU102";2009;"F27B";1
"HU102";2009;"F27D";1
"HU102";2009;"G02B";2
"HU102";2009;"H01L";2
"HU102";2009;"H02M";1
"HU102";2009;"H03K";1
"HU102";2009;"H04B";1
"HU102";2009;"H04L";10
"HU102";2009;"H04M";1
"HU102";2009;"H04N";1
"HU102";2009;"H04W";11
"HU102";2009;"Y02B";1
"HU102";2009;"Y02E";3
"HU102";2009;"Y02P";2
"HU102";2009;"Y02W";2
"HU102";2009;"Y10T";3
"HU211";2009;"A01N";1
"HU211";2009;"A62D";1
"HU211";2009;"B22F";1
"HU211";2009;"B66C";2
"HU211";2009;"C10G";2
"HU211";2009;"C10L";2
"HU211";2009;"C22C";1
"HU211";2009;"F01K";1
"HU211";2009;"F28B";1
"HU211";2009;"F28D";1
"HU211";2009;"F28F";1
"HU211";2009;"G06F";1
"HU211";2009;"H04L";4
"HU211";2009;"Y02B";1
"HU211";2009;"Y02E";2
"HU211";2009;"Y02P";2
"HU212";2009;"A61B";2
"HU212";2009;"A61K";1
"HU212";2009;"C04B";1
"HU212";2009;"C10G";2
"HU212";2009;"C10L";2
"HU212";2009;"Y02E";2
"HU212";2009;"Y02P";2
"HU212";2009;"Y02W";1
"HU213";2009;"A61K";2
"HU213";2009;"B01D";1
"HU213";2009;"B60T";1
"HU213";2009;"C07C";4
"HU213";2009;"C07D";3
"HU213";2009;"C08G";1
"HU213";2009;"C10G";2
"HU213";2009;"C10L";2
"HU213";2009;"H05B";1
"HU213";2009;"Y02E";2
"HU213";2009;"Y02P";2
"HU213";2009;"Y10T";1
"HU221";2009;"A47J";1
"HU221";2009;"A61K";1
"HU221";2009;"A63B";1
"HU221";2009;"B60Q";1
"HU221";2009;"B60R";1
"HU221";2009;"C08J";1
"HU221";2009;"E05B";4
"HU221";2009;"E05C";4
"HU221";2009;"F02B";1
"HU221";2009;"F02D";1
"HU221";2009;"F16F";1
"HU221";2009;"F24J";1
"HU221";2009;"G01P";1
"HU221";2009;"H01M";1
"HU221";2009;"Y02B";1
"HU221";2009;"Y02E";1
"HU221";2009;"Y02P";1
"HU221";2009;"Y02T";1
"HU221";2009;"Y10T";1
"HU222";2009;"A61K";3
"HU222";2009;"B01D";1
"HU222";2009;"C07K";1
"HU222";2009;"C12P";1
"HU222";2009;"F21K";1
"HU222";2009;"F21S";1
"HU222";2009;"F21V";2
"HU222";2009;"F21Y";2
"HU222";2009;"F24J";1
"HU222";2009;"G09F";1
"HU222";2009;"H01L";1
"HU222";2009;"H01R";1
"HU222";2009;"H03M";1
"HU222";2009;"H04L";1
"HU222";2009;"Y02B";1
"HU222";2009;"Y02E";1
"HU222";2009;"Y02P";1
"HU223";2009;"A61K";2
"HU223";2009;"A62D";1
"HU223";2009;"B01D";2
"HU223";2009;"E05B";1
"HU223";2009;"F16D";1
"HU223";2009;"H01J";1
"HU223";2009;"H01R";2
"HU223";2009;"H02G";1
"HU223";2009;"Y10T";1
"HU231";2009;"A61K";2
"HU231";2009;"B28B";1
"HU231";2009;"B30B";1
"HU231";2009;"C10G";2
"HU231";2009;"C10L";2
"HU231";2009;"C12P";1
"HU231";2009;"G05B";1
"HU231";2009;"H04L";1
"HU231";2009;"H04W";1
"HU231";2009;"Y02E";2
"HU231";2009;"Y02P";3
"HU232";2009;"B05B";1
"HU232";2009;"E04H";1
"HU232";2009;"H05B";1
"HU233";2009;"B01D";1
"HU233";2009;"B03C";1
"HU233";2009;"B67D";2
"HU233";2009;"C02F";1
"HU233";2009;"C07D";1
"HU233";2009;"C10M";1
"HU233";2009;"C12P";1
"HU233";2009;"Y02W";1
"HU311";2009;"A01D";1
"HU311";2009;"A01G";1
"HU311";2009;"A61N";1
"HU311";2009;"B01D";1
"HU311";2009;"B23Q";1
"HU311";2009;"B25F";1
"HU311";2009;"B25H";1
"HU311";2009;"B26B";1
"HU311";2009;"B62D";1
"HU311";2009;"C01B";1
"HU311";2009;"C02F";1
"HU311";2009;"C07B";1
"HU311";2009;"C07C";1
"HU311";2009;"F02N";1
"HU311";2009;"F16H";1
"HU311";2009;"Y10T";2
"HU312";2009;"B82Y";2
"HU312";2009;"C21D";2
"HU312";2009;"C22C";2
"HU312";2009;"H01F";2
"HU312";2009;"H04L";2
"HU312";2009;"H04N";1
"HU313";2009;"A47J";1
"HU313";2009;"A63B";1
"HU313";2009;"C07D";1
"HU313";2009;"E04F";1
"HU313";2009;"G01P";1
"HU321";2009;"A61H";1
"HU321";2009;"A61K";1
"HU321";2009;"A61M";1
"HU321";2009;"B06B";1
"HU321";2009;"C07B";1
"HU321";2009;"C07C";1
"HU321";2009;"C07H";2
"HU321";2009;"C07J";1
"HU321";2009;"C07K";2
"HU321";2009;"G01N";3
"HU322";2009;"A01D";1
"HU322";2009;"B62D";1
"HU322";2009;"B62M";1
"HU322";2009;"C07H";2
"HU322";2009;"E05B";1
"HU322";2009;"G09F";1
"HU323";2009;"A23L";1
"HU323";2009;"A47C";1
"HU323";2009;"A61G";1
"HU323";2009;"C07B";1
"HU323";2009;"C07C";1
"HU323";2009;"C07D";2
"HU323";2009;"C08B";1
"HU331";2009;"B29C";1
"HU331";2009;"B60D";2
"HU331";2009;"B60G";2
"HU331";2009;"B60T";5
"HU331";2009;"C04B";1
"HU331";2009;"C12P";1
"HU331";2009;"E04D";1
"HU331";2009;"E04F";1
"HU331";2009;"E06B";1
"HU331";2009;"F02D";1
"HU331";2009;"F02M";1
"HU331";2009;"F16K";3
"HU331";2009;"F23N";1
"HU331";2009;"H01H";1
"HU331";2009;"H04L";6
"HU331";2009;"Y02B";1
"HU331";2009;"Y02T";1
"HU331";2009;"Y02W";1
"HU332";2009;"B28B";1
"HU332";2009;"B30B";1
"HU332";2009;"C04B";1
"HU332";2009;"C07D";1
"HU332";2009;"D06M";1
"HU332";2009;"Y02W";1
"HU333";2009;"A61K";8
"HU333";2009;"B01D";1
"HU333";2009;"B28B";1
"HU333";2009;"B30B";1
"HU333";2009;"B82Y";1
"HU333";2009;"C07K";1
"HU333";2009;"C12N";1
"HU333";2009;"C12P";1
"HU333";2009;"D06M";1
"HU333";2009;"F28B";1
"HU333";2009;"F28C";1
"HU333";2009;"F28D";1
"HU333";2009;"Y10T";3
"HUZZZ";2009;"A61K";1
"HUZZZ";2009;"C07C";1
"HUZZZ";2009;"C07D";1
"HUZZZ";2009;"E04D";1
"HUZZZ";2009;"E04F";1
"HUZZZ";2009;"E06B";1
"HU101";2010;"A01C";1
"HU101";2010;"A23K";1
"HU101";2010;"A23L";4
"HU101";2010;"A23V";3
"HU101";2010;"A47C";1
"HU101";2010;"A47J";2
"HU101";2010;"A61B";1
"HU101";2010;"A61F";1
"HU101";2010;"A61K";14
"HU101";2010;"A63B";2
"HU101";2010;"A63F";1
"HU101";2010;"A63H";2
"HU101";2010;"B01D";2
"HU101";2010;"B01J";1
"HU101";2010;"B01L";1
"HU101";2010;"B05B";1
"HU101";2010;"B29C";3
"HU101";2010;"B29K";3
"HU101";2010;"B29L";3
"HU101";2010;"B31D";1
"HU101";2010;"B31F";1
"HU101";2010;"B32B";2
"HU101";2010;"B60B";1
"HU101";2010;"B60G";1
"HU101";2010;"B60T";2
"HU101";2010;"B62D";7
"HU101";2010;"B62M";1
"HU101";2010;"B63H";1
"HU101";2010;"B65B";1
"HU101";2010;"B65D";5
"HU101";2010;"B65H";1
"HU101";2010;"B82Y";1
"HU101";2010;"C01B";1
"HU101";2010;"C02F";2
"HU101";2010;"C03C";1
"HU101";2010;"C04B";1
"HU101";2010;"C05G";1
"HU101";2010;"C07B";2
"HU101";2010;"C07C";3
"HU101";2010;"C07D";13
"HU101";2010;"C07H";7
"HU101";2010;"C07K";3
"HU101";2010;"C08B";3
"HU101";2010;"C08F";1
"HU101";2010;"C08K";1
"HU101";2010;"C08L";3
"HU101";2010;"C09K";2
"HU101";2010;"C12M";1
"HU101";2010;"C12N";2
"HU101";2010;"C12P";2
"HU101";2010;"C12Q";3
"HU101";2010;"E01C";1
"HU101";2010;"E03F";1
"HU101";2010;"E04B";2
"HU101";2010;"E04F";1
"HU101";2010;"E04H";1
"HU101";2010;"E21B";1
"HU101";2010;"F01L";1
"HU101";2010;"F02B";1
"HU101";2010;"F02D";1
"HU101";2010;"F03D";1
"HU101";2010;"F04B";1
"HU101";2010;"F04D";1
"HU101";2010;"F05B";1
"HU101";2010;"F16B";1
"HU101";2010;"F16C";2
"HU101";2010;"F16D";1
"HU101";2010;"F16F";1
"HU101";2010;"F16H";1
"HU101";2010;"F16L";1
"HU101";2010;"F21K";1
"HU101";2010;"F21V";1
"HU101";2010;"F21W";1
"HU101";2010;"F21Y";1
"HU101";2010;"F23D";1
"HU101";2010;"F23K";1
"HU101";2010;"F23L";1
"HU101";2010;"F23N";1
"HU101";2010;"F24D";1
"HU101";2010;"F24H";1
"HU101";2010;"F28D";1
"HU101";2010;"G01D";1
"HU101";2010;"G01J";1
"HU101";2010;"G01L";1
"HU101";2010;"G01N";1
"HU101";2010;"G01R";4
"HU101";2010;"G01S";1
"HU101";2010;"G06F";4
"HU101";2010;"G06Q";1
"HU101";2010;"G06T";2
"HU101";2010;"G08B";1
"HU101";2010;"G21F";1
"HU101";2010;"G21K";1
"HU101";2010;"H01J";13
"HU101";2010;"H01M";2
"HU101";2010;"H02J";2
"HU101";2010;"H02M";2
"HU101";2010;"H04B";3
"HU101";2010;"H04L";35
"HU101";2010;"H04M";3
"HU101";2010;"H04N";2
"HU101";2010;"H04Q";1
"HU101";2010;"H04W";26
"HU101";2010;"H05B";3
"HU101";2010;"H05K";1
"HU101";2010;"Y02B";10
"HU101";2010;"Y02E";2
"HU101";2010;"Y02P";3
"HU101";2010;"Y02T";1
"HU101";2010;"Y02W";2
"HU101";2010;"Y10T";6
"HU102";2010;"A23L";3
"HU102";2010;"A23V";1
"HU102";2010;"A47F";1
"HU102";2010;"A47J";1
"HU102";2010;"A61B";1
"HU102";2010;"A61K";4
"HU102";2010;"A62D";1
"HU102";2010;"B01J";1
"HU102";2010;"B29C";1
"HU102";2010;"B29K";1
"HU102";2010;"B29L";1
"HU102";2010;"B44C";1
"HU102";2010;"B44F";1
"HU102";2010;"B60B";1
"HU102";2010;"B60T";1
"HU102";2010;"B62D";1
"HU102";2010;"B62M";1
"HU102";2010;"C01B";1
"HU102";2010;"C07B";2
"HU102";2010;"C07C";3
"HU102";2010;"C07D";8
"HU102";2010;"C07H";7
"HU102";2010;"C08J";1
"HU102";2010;"C12P";2
"HU102";2010;"E04B";1
"HU102";2010;"E04F";1
"HU102";2010;"E04H";1
"HU102";2010;"E05F";1
"HU102";2010;"E05Y";1
"HU102";2010;"F01L";1
"HU102";2010;"F02B";1
"HU102";2010;"F02D";1
"HU102";2010;"F04B";1
"HU102";2010;"F04D";1
"HU102";2010;"F04F";1
"HU102";2010;"F16B";1
"HU102";2010;"F16D";1
"HU102";2010;"F21K";3
"HU102";2010;"F21V";3
"HU102";2010;"F21Y";3
"HU102";2010;"G01M";1
"HU102";2010;"G05B";1
"HU102";2010;"G06F";1
"HU102";2010;"G06Q";1
"HU102";2010;"G08B";1
"HU102";2010;"G09F";1
"HU102";2010;"H01L";3
"HU102";2010;"H02J";1
"HU102";2010;"H02M";2
"HU102";2010;"H03K";1
"HU102";2010;"H04B";1
"HU102";2010;"H04L";20
"HU102";2010;"H04M";4
"HU102";2010;"H04N";1
"HU102";2010;"H04W";23
"HU102";2010;"H05K";2
"HU102";2010;"Y02B";4
"HU102";2010;"Y02E";1
"HU102";2010;"Y02P";2
"HU102";2010;"Y02W";1
"HU102";2010;"Y04S";1
"HU211";2010;"A01C";1
"HU211";2010;"A01G";1
"HU211";2010;"B01D";2
"HU211";2010;"B29C";2
"HU211";2010;"B29K";2
"HU211";2010;"B29L";2
"HU211";2010;"B60S";1
"HU211";2010;"C07D";1
"HU211";2010;"G05B";1
"HU211";2010;"G06F";2
"HU211";2010;"H01S";1
"HU211";2010;"H04L";1
"HU211";2010;"H04W";1
"HU211";2010;"H05G";1
"HU211";2010;"Y10T";2
"HU212";2010;"B01D";3
"HU212";2010;"B29C";2
"HU212";2010;"B29K";2
"HU212";2010;"B29L";2
"HU212";2010;"C07B";1
"HU212";2010;"C07C";1
"HU212";2010;"C07D";1
"HU212";2010;"F24B";1
"HU212";2010;"Y02C";1
"HU212";2010;"Y02W";1
"HU212";2010;"Y10T";2
"HU213";2010;"A23K";1
"HU213";2010;"B01D";1
"HU213";2010;"B23P";1
"HU213";2010;"C03C";1
"HU213";2010;"C04B";1
"HU213";2010;"C07C";1
"HU213";2010;"C08G";1
"HU213";2010;"C08J";1
"HU213";2010;"F24J";1
"HU213";2010;"F28D";1
"HU213";2010;"F28F";1
"HU213";2010;"G21F";1
"HU213";2010;"Y02B";1
"HU213";2010;"Y02C";1
"HU213";2010;"Y02E";1
"HU213";2010;"Y02P";1
"HU213";2010;"Y10T";1
"HU221";2010;"A23K";1
"HU221";2010;"B62D";1
"HU221";2010;"C07D";1
"HU221";2010;"E05B";2
"HU221";2010;"E05C";2
"HU221";2010;"E05D";1
"HU221";2010;"E05Y";1
"HU222";2010;"A01N";1
"HU222";2010;"A61K";2
"HU222";2010;"A61Q";1
"HU222";2010;"B62D";1
"HU222";2010;"C01B";1
"HU222";2010;"F21S";1
"HU222";2010;"F21V";1
"HU222";2010;"F21Y";1
"HU222";2010;"G01N";1
"HU222";2010;"G02B";1
"HU222";2010;"G06F";1
"HU222";2010;"H01L";1
"HU222";2010;"H04L";1
"HU223";2010;"A01N";1
"HU223";2010;"A61K";1
"HU223";2010;"B60N";1
"HU223";2010;"B62D";1
"HU223";2010;"B64D";1
"HU223";2010;"H02H";1
"HU231";2010;"A47J";1
"HU231";2010;"A47L";1
"HU231";2010;"A61B";1
"HU231";2010;"B08B";1
"HU231";2010;"B29C";1
"HU231";2010;"B29L";1
"HU231";2010;"B60S";1
"HU231";2010;"B62D";1
"HU231";2010;"C12N";1
"HU231";2010;"G01N";1
"HU231";2010;"G02F";2
"HU231";2010;"G06T";1
"HU231";2010;"H01S";1
"HU231";2010;"H04L";1
"HU231";2010;"H04M";1
"HU231";2010;"H04W";2
"HU231";2010;"H05G";1
"HU232";2010;"A61K";1
"HU232";2010;"C01B";1
"HU233";2010;"A61K";1
"HU233";2010;"B65B";2
"HU233";2010;"B65D";3
"HU233";2010;"B67D";4
"HU233";2010;"C07D";2
"HU233";2010;"F04B";1
"HU233";2010;"G05D";1
"HU233";2010;"Y10T";1
"HU311";2010;"A01D";1
"HU311";2010;"A61N";1
"HU311";2010;"B01D";1
"HU311";2010;"B22D";1
"HU311";2010;"B23Q";1
"HU311";2010;"B24B";1
"HU311";2010;"B25B";2
"HU311";2010;"B25F";4
"HU311";2010;"B62D";2
"HU311";2010;"C22B";1
"HU311";2010;"F16J";1
"HU311";2010;"F24B";1
"HU311";2010;"F27D";1
"HU311";2010;"H01H";2
"HU311";2010;"H01J";1
"HU311";2010;"H02K";2
"HU311";2010;"Y10T";1
"HU312";2010;"A61K";1
"HU312";2010;"B62D";2
"HU312";2010;"C01B";1
"HU312";2010;"H04L";1
"HU313";2010;"A61K";1
"HU313";2010;"C07K";1
"HU313";2010;"C12Q";1
"HU321";2010;"A21B";1
"HU321";2010;"A23K";1
"HU321";2010;"A23L";3
"HU321";2010;"A23V";1
"HU321";2010;"A61K";2
"HU321";2010;"C07H";6
"HU321";2010;"C12P";2
"HU321";2010;"H04B";1
"HU321";2010;"H04L";1
"HU321";2010;"H04W";2
"HU321";2010;"Y02P";2
"HU322";2010;"A01D";1
"HU322";2010;"A01K";1
"HU322";2010;"A23L";3
"HU322";2010;"A23V";1
"HU322";2010;"A61K";1
"HU322";2010;"C07H";7
"HU322";2010;"C12P";2
"HU322";2010;"E05B";1
"HU322";2010;"G06F";1
"HU322";2010;"G08B";1
"HU322";2010;"G09F";1
"HU322";2010;"Y02P";2
"HU323";2010;"A61K";1
"HU323";2010;"C07D";2
"HU323";2010;"C07H";1
"HU323";2010;"C12N";1
"HU323";2010;"C12Q";2
"HU331";2010;"A61K";1
"HU331";2010;"B21J";1
"HU331";2010;"B21K";1
"HU331";2010;"B23B";1
"HU331";2010;"B23P";1
"HU331";2010;"B60D";1
"HU331";2010;"B60G";1
"HU331";2010;"B60T";1
"HU331";2010;"C07D";1
"HU331";2010;"F02D";1
"HU331";2010;"F15D";1
"HU331";2010;"F16F";1
"HU331";2010;"F16K";1
"HU331";2010;"F16L";1
"HU331";2010;"G06F";1
"HU331";2010;"H04L";8
"HU331";2010;"H04W";1
"HU331";2010;"Y02B";1
"HU332";2010;"A01D";1
"HU332";2010;"B01J";1
"HU332";2010;"C07B";1
"HU332";2010;"C07C";1
"HU332";2010;"C07D";1
"HU332";2010;"H01H";1
"HU332";2010;"H04L";2
"HU332";2010;"H04N";1
"HU333";2010;"A61K";2
"HU333";2010;"A61L";1
"HU333";2010;"B01J";1
"HU333";2010;"C01B";1
"HU333";2010;"C01G";1
"HU333";2010;"C01P";1
"HU333";2010;"C07C";1
"HU333";2010;"C07D";3
"HU333";2010;"E04B";2
"HU333";2010;"E04C";2
"HU333";2010;"F16D";1
"HU333";2010;"G06F";1
"HU333";2010;"G07F";1
"HU333";2010;"H01S";1
"HU333";2010;"H04M";1
"HU333";2010;"H04Q";1
"HU333";2010;"H05B";2
"HU333";2010;"H05G";1
"HU333";2010;"Y02E";1
"HUZZZ";2010;"A61K";1
"HUZZZ";2010;"C07D";1
"HUZZZ";2010;"H04L";1
"HUZZZ";2010;"H04W";1
"HUZZZ";2010;"Y10T";1
