"reg_code";"prio_year";"tech";"nr_patents"
"HU311";2005;"B27B";2
"HU311";2005;"B27C";1
"HU311";2005;"C07D";1
"HU311";2005;"F41A";1
"HU312";2005;"C07C";1
"HU312";2005;"C07D";3
"HU312";2005;"H01F";1
"HU321";2005;"A21D";1
"HU321";2005;"A23K";1
"HU321";2005;"A23L";1
"HU321";2005;"A23V";1
"HU321";2005;"A61K";5
"HU321";2005;"A61Q";1
"HU321";2005;"C07B";1
"HU321";2005;"C07C";6
"HU321";2005;"C07D";9
"HU321";2005;"C07F";1
"HU321";2005;"C12Q";2
"HU323";2005;"A61K";1
"HU323";2005;"C07C";2
"HU323";2005;"C07D";7
"HU323";2005;"C08L";1
"HU331";2005;"B01D";1
"HU331";2005;"B60T";2
"HU331";2005;"B65B";1
"HU331";2005;"B65D";1
"HU331";2005;"E03F";1
"HU331";2005;"F04D";1
"HU331";2005;"F15B";1
"HU331";2005;"G11B";1
"HU331";2005;"H04L";2
"HU332";2005;"A01G";1
"HU332";2005;"C08L";1
"HU332";2005;"F41A";1
"HU333";2005;"A01M";1
"HU333";2005;"A61B";1
"HU333";2005;"A61K";2
"HU333";2005;"B01F";1
"HU333";2005;"B01J";1
"HU333";2005;"B01L";1
"HU333";2005;"C12M";1
"HU333";2005;"C12N";3
"HU333";2005;"C12P";2
"HU333";2005;"C12R";2
"HU333";2005;"E01H";1
"HU333";2005;"F04B";1
"HU333";2005;"G01H";1
"HU333";2005;"G01N";2
"HU333";2005;"G02B";1
"HU333";2005;"G06K";1
"HU333";2005;"H04L";1
"HUZZZ";2005;"A61K";1
"HUZZZ";2005;"C07C";2
"HUZZZ";2005;"C07D";3
"HU101";2006;"A01N";2
"HU101";2006;"A61B";1
"HU101";2006;"A61K";9
"HU101";2006;"A62C";1
"HU101";2006;"A63B";1
"HU101";2006;"A63G";1
"HU101";2006;"B01D";2
"HU101";2006;"B01F";1
"HU101";2006;"B01J";1
"HU101";2006;"B21D";1
"HU101";2006;"B25B";1
"HU101";2006;"B25J";1
"HU101";2006;"B29B";1
"HU101";2006;"B29C";1
"HU101";2006;"B29K";2
"HU101";2006;"B29L";1
"HU101";2006;"B60G";2
"HU101";2006;"B60H";1
"HU101";2006;"B60R";3
"HU101";2006;"B60T";5
"HU101";2006;"B60W";3
"HU101";2006;"B62D";2
"HU101";2006;"B62J";1
"HU101";2006;"B65D";1
"HU101";2006;"B81B";1
"HU101";2006;"B81C";1
"HU101";2006;"B82Y";1
"HU101";2006;"C01B";1
"HU101";2006;"C07B";1
"HU101";2006;"C07C";6
"HU101";2006;"C07D";17
"HU101";2006;"C07F";1
"HU101";2006;"C07J";2
"HU101";2006;"C07K";2
"HU101";2006;"C08J";1
"HU101";2006;"C12N";1
"HU101";2006;"D06F";1
"HU101";2006;"E03B";1
"HU101";2006;"E03D";1
"HU101";2006;"E04H";1
"HU101";2006;"E05F";1
"HU101";2006;"E05Y";1
"HU101";2006;"F02B";1
"HU101";2006;"F02D";1
"HU101";2006;"F02M";1
"HU101";2006;"F16F";2
"HU101";2006;"F16K";2
"HU101";2006;"F16L";1
"HU101";2006;"F21S";1
"HU101";2006;"G01F";1
"HU101";2006;"G01L";2
"HU101";2006;"G01N";6
"HU101";2006;"G01S";1
"HU101";2006;"G02B";3
"HU101";2006;"G03H";5
"HU101";2006;"G05B";1
"HU101";2006;"G06F";4
"HU101";2006;"G06N";1
"HU101";2006;"G06Q";1
"HU101";2006;"G08G";1
"HU101";2006;"G10L";1
"HU101";2006;"G11B";8
"HU101";2006;"G21K";1
"HU101";2006;"H01J";2
"HU101";2006;"H01L";1
"HU101";2006;"H01R";1
"HU101";2006;"H02B";1
"HU101";2006;"H04L";28
"HU101";2006;"H04M";3
"HU101";2006;"H04N";3
"HU101";2006;"H04Q";1
"HU101";2006;"H04W";22
"HU101";2006;"H05B";1
"HU101";2006;"H05K";1
"HU101";2006;"Y02B";1
"HU101";2006;"Y02P";1
"HU101";2006;"Y02T";1
"HU101";2006;"Y02W";1
"HU101";2006;"Y10S";2
"HU101";2006;"Y10T";4
"HU102";2006;"A01K";3
"HU102";2006;"A01N";1
"HU102";2006;"A61B";3
"HU102";2006;"A61K";9
"HU102";2006;"A61N";2
"HU102";2006;"B01D";1
"HU102";2006;"B01J";1
"HU102";2006;"B01L";1
"HU102";2006;"B28B";2
"HU102";2006;"B29B";1
"HU102";2006;"B29K";1
"HU102";2006;"B60R";1
"HU102";2006;"B65G";1
"HU102";2006;"B81B";1
"HU102";2006;"B81C";1
"HU102";2006;"C01B";1
"HU102";2006;"C04B";3
"HU102";2006;"C07B";1
"HU102";2006;"C07C";5
"HU102";2006;"C07D";13
"HU102";2006;"C07J";1
"HU102";2006;"C07K";4
"HU102";2006;"C08J";1
"HU102";2006;"C12N";3
"HU102";2006;"E04C";1
"HU102";2006;"E06B";1
"HU102";2006;"F01N";1
"HU102";2006;"F03G";1
"HU102";2006;"F16K";1
"HU102";2006;"F21S";1
"HU102";2006;"F26B";2
"HU102";2006;"F27B";1
"HU102";2006;"F27D";5
"HU102";2006;"G01L";1
"HU102";2006;"G01M";1
"HU102";2006;"G01N";3
"HU102";2006;"G02B";1
"HU102";2006;"G03H";2
"HU102";2006;"G06F";5
"HU102";2006;"G06N";1
"HU102";2006;"G11B";2
"HU102";2006;"H04L";10
"HU102";2006;"H04N";1
"HU102";2006;"H04W";8
"HU102";2006;"H05B";1
"HU102";2006;"Y02E";1
"HU102";2006;"Y02P";2
"HU102";2006;"Y02W";1
"HU102";2006;"Y10S";1
"HU102";2006;"Y10T";2
"HU211";2006;"B01D";1
"HU211";2006;"B29C";1
"HU211";2006;"B29K";1
"HU211";2006;"B29L";1
"HU211";2006;"C07H";1
"HU211";2006;"H04L";3
"HU211";2006;"H04M";1
"HU211";2006;"H04W";1
"HU212";2006;"A61F";1
"HU212";2006;"C07D";3
"HU212";2006;"F16D";1
"HU212";2006;"F16L";1
"HU213";2006;"A61K";1
"HU213";2006;"B60W";1
"HU213";2006;"C10B";1
"HU213";2006;"F24J";1
"HU213";2006;"G03H";3
"HU213";2006;"G04B";1
"HU213";2006;"G08G";1
"HU213";2006;"G11B";4
"HU213";2006;"Y02B";1
"HU213";2006;"Y02E";1
"HU213";2006;"Y02P";1
"HU221";2006;"A01G";1
"HU221";2006;"B25J";1
"HU221";2006;"B32B";1
"HU221";2006;"C10B";1
"HU221";2006;"C12Q";2
"HU221";2006;"E05C";1
"HU221";2006;"E05F";1
"HU221";2006;"E05Y";1
"HU221";2006;"G01L";1
"HU221";2006;"G06F";1
"HU221";2006;"Y02P";1
"HU221";2006;"Y10T";1
"HU222";2006;"A61K";1
"HU223";2006;"G01N";1
"HU231";2006;"A23L";1
"HU231";2006;"A23V";1
"HU231";2006;"A61K";2
"HU231";2006;"B60S";1
"HU231";2006;"B62D";1
"HU231";2006;"G01N";2
"HU231";2006;"G03H";3
"HU231";2006;"G11B";4
"HU231";2006;"H04L";5
"HU231";2006;"H04M";1
"HU231";2006;"H04W";1
"HU231";2006;"Y10S";1
"HU232";2006;"E04H";1
"HU232";2006;"G06F";1
"HU311";2006;"B09B";1
"HU311";2006;"B22D";1
"HU311";2006;"B22F";1
"HU311";2006;"B23D";1
"HU311";2006;"B25F";2
"HU311";2006;"C22C";1
"HU311";2006;"G01N";1
"HU311";2006;"G06Q";1
"HU311";2006;"Y10T";3
"HU312";2006;"A46B";1
"HU312";2006;"B23K";1
"HU312";2006;"C03C";1
"HU312";2006;"H04L";1
"HU313";2006;"A01K";3
"HU313";2006;"A61K";3
"HU313";2006;"C07K";3
"HU313";2006;"C12N";3
"HU321";2006;"A61B";1
"HU321";2006;"A61K";4
"HU321";2006;"A61Q";1
"HU321";2006;"B01D";1
"HU321";2006;"B09B";1
"HU321";2006;"C01C";1
"HU321";2006;"C02F";1
"HU321";2006;"C07D";8
"HU321";2006;"C07F";4
"HU321";2006;"C07H";1
"HU321";2006;"C07K";1
"HU321";2006;"C12Q";1
"HU321";2006;"G01N";1
"HU321";2006;"G06Q";1
"HU321";2006;"G10L";1
"HU321";2006;"H04L";1
"HU321";2006;"Y10S";1
"HU322";2006;"A61K";1
"HU322";2006;"C07D";2
"HU323";2006;"A61K";1
"HU323";2006;"A61Q";1
"HU323";2006;"B29D";1
"HU323";2006;"C07D";9
"HU323";2006;"C07H";1
"HU323";2006;"C10B";1
"HU323";2006;"F16F";1
"HU323";2006;"F24J";1
"HU323";2006;"Y02B";1
"HU323";2006;"Y02E";1
"HU323";2006;"Y02P";1
"HU331";2006;"B60Q";1
"HU331";2006;"E04G";1
"HU331";2006;"E06C";1
"HU331";2006;"G08B";1
"HU331";2006;"H04L";4
"HU331";2006;"H04M";1
"HU331";2006;"H04W";2
"HU332";2006;"C02F";1
"HU332";2006;"C07D";1
"HU332";2006;"F25B";1
"HU332";2006;"G01N";1
"HU332";2006;"G07F";1
"HU332";2006;"Y02W";1
"HU333";2006;"A23L";1
"HU333";2006;"A23V";1
"HU333";2006;"A61K";3
"HU333";2006;"B23K";1
"HU333";2006;"C03C";1
"HU333";2006;"C04B";1
"HU333";2006;"C07B";1
"HU333";2006;"C07C";1
"HU333";2006;"C07D";1
"HU333";2006;"C07H";1
"HU333";2006;"C07K";1
"HU333";2006;"C12N";1
"HU333";2006;"C12P";1
"HU333";2006;"C12R";1
"HU333";2006;"C21D";1
"HU333";2006;"F23M";1
"HU333";2006;"F27D";1
"HU333";2006;"G01N";3
"HU333";2006;"H01R";2
"HU333";2006;"H04L";2
"HU333";2006;"H04W";1
"HU333";2006;"Y10S";1
"HUZZZ";2006;"C07J";1
"HU101";2007;"A01M";1
"HU101";2007;"A21B";2
"HU101";2007;"A23C";2
"HU101";2007;"A23D";1
"HU101";2007;"A23G";1
"HU101";2007;"A23K";1
"HU101";2007;"A23L";1
"HU101";2007;"A23V";1
"HU101";2007;"A47C";1
"HU101";2007;"A47J";1
"HU101";2007;"A47K";1
"HU101";2007;"A61F";1
"HU101";2007;"A61K";18
"HU101";2007;"A61N";2
"HU101";2007;"A61Q";1
"HU101";2007;"B01D";2
"HU101";2007;"B01J";1
"HU101";2007;"B01L";1
"HU101";2007;"B05B";1
"HU101";2007;"B24B";1
"HU101";2007;"B25F";1
"HU101";2007;"B25J";1
"HU101";2007;"B29C";1
"HU101";2007;"B29D";1
"HU101";2007;"B29K";1
"HU101";2007;"B29L";1
"HU101";2007;"B60B";1
"HU101";2007;"B60G";1
"HU101";2007;"B60Q";1
"HU101";2007;"B60T";1
"HU101";2007;"B62D";1
"HU101";2007;"B65D";1
"HU101";2007;"B82Y";2
"HU101";2007;"C01B";3
"HU101";2007;"C02F";4
"HU101";2007;"C07C";3
"HU101";2007;"C07D";10
"HU101";2007;"C07F";1
"HU101";2007;"C07J";2
"HU101";2007;"C08G";1
"HU101";2007;"C09D";1
"HU101";2007;"C09J";1
"HU101";2007;"C09K";5
"HU101";2007;"C10G";1
"HU101";2007;"C10L";1
"HU101";2007;"C11C";1
"HU101";2007;"C12M";1
"HU101";2007;"C12N";1
"HU101";2007;"E02D";2
"HU101";2007;"E06B";1
"HU101";2007;"F01C";1
"HU101";2007;"F02B";1
"HU101";2007;"F03G";1
"HU101";2007;"F16C";1
"HU101";2007;"F16F";1
"HU101";2007;"F16H";1
"HU101";2007;"F16L";1
"HU101";2007;"F24F";1
"HU101";2007;"F24J";1
"HU101";2007;"G01B";1
"HU101";2007;"G01C";1
"HU101";2007;"G01G";1
"HU101";2007;"G01L";1
"HU101";2007;"G01N";3
"HU101";2007;"G01R";1
"HU101";2007;"G02B";2
"HU101";2007;"G02F";1
"HU101";2007;"G06F";3
"HU101";2007;"G06Q";3
"HU101";2007;"G07F";1
"HU101";2007;"G08B";1
"HU101";2007;"G08G";1
"HU101";2007;"G11B";6
"HU101";2007;"H01F";1
"HU101";2007;"H01J";13
"HU101";2007;"H01M";2
"HU101";2007;"H02J";4
"HU101";2007;"H04H";2
"HU101";2007;"H04J";1
"HU101";2007;"H04L";32
"HU101";2007;"H04N";2
"HU101";2007;"H04Q";1
"HU101";2007;"H04W";23
"HU101";2007;"H05K";1
"HU101";2007;"Y02B";7
"HU101";2007;"Y02E";3
"HU101";2007;"Y02P";3
"HU101";2007;"Y02T";1
"HU101";2007;"Y02W";2
"HU101";2007;"Y10S";1
"HU101";2007;"Y10T";3
"HU102";2007;"A01M";1
"HU102";2007;"A21B";2
"HU102";2007;"A47J";1
"HU102";2007;"A61B";3
"HU102";2007;"A61K";3
"HU102";2007;"A61N";1
"HU102";2007;"B01L";1
"HU102";2007;"B25J";1
"HU102";2007;"B60R";1
"HU102";2007;"B60T";2
"HU102";2007;"B65D";1
"HU102";2007;"C02F";2
"HU102";2007;"C04B";2
"HU102";2007;"C07C";3
"HU102";2007;"C07D";7
"HU102";2007;"C07J";2
"HU102";2007;"C08G";1
"HU102";2007;"C08L";1
"HU102";2007;"C09D";1
"HU102";2007;"C09K";3
"HU102";2007;"C12M";1
"HU102";2007;"C12P";1
"HU102";2007;"C12Q";1
"HU102";2007;"E01C";1
"HU102";2007;"F17C";1
"HU102";2007;"F27B";1
"HU102";2007;"F27D";2
"HU102";2007;"G01B";1
"HU102";2007;"G01L";1
"HU102";2007;"G01N";2
"HU102";2007;"G02B";1
"HU102";2007;"G02F";1
"HU102";2007;"G06Q";1
"HU102";2007;"G07F";1
"HU102";2007;"G11B";2
"HU102";2007;"H01J";9
"HU102";2007;"H01M";1
"HU102";2007;"H02J";1
"HU102";2007;"H04J";1
"HU102";2007;"H04L";17
"HU102";2007;"H04N";1
"HU102";2007;"H04Q";3
"HU102";2007;"H04R";1
"HU102";2007;"H04W";8
"HU102";2007;"H05B";1
"HU102";2007;"Y02B";4
"HU102";2007;"Y02E";1
"HU102";2007;"Y02P";1
"HU102";2007;"Y02W";1
"HU102";2007;"Y10S";1
"HU102";2007;"Y10T";3
"HU211";2007;"A61K";2
"HU211";2007;"C07H";1
"HU211";2007;"C07J";1
"HU211";2007;"C07K";1
"HU211";2007;"C10G";1
"HU211";2007;"C10L";1
"HU211";2007;"C11C";1
"HU211";2007;"D01D";1
"HU211";2007;"F03D";1
"HU211";2007;"F05B";1
"HU211";2007;"G02B";1
"HU211";2007;"Y02B";1
"HU211";2007;"Y02E";2
"HU211";2007;"Y02P";2
"HU212";2007;"A01M";1
"HU212";2007;"C07D";1
"HU212";2007;"G07F";1
"HU213";2007;"B01L";1
"HU213";2007;"B60P";1
"HU213";2007;"B60Q";1
"HU213";2007;"B60T";2
"HU213";2007;"C07C";1
"HU213";2007;"C08F";1
"HU213";2007;"C08G";1
"HU213";2007;"C08L";1
"HU213";2007;"F01C";1
"HU213";2007;"G11B";2
"HU213";2007;"H01M";1
"HU213";2007;"H02J";1
"HU213";2007;"Y10T";2
"HU221";2007;"A61K";2
"HU221";2007;"B60J";2
"HU221";2007;"C07D";2
"HU221";2007;"E05C";1
"HU221";2007;"E06B";1
"HU221";2007;"H04L";1
"HU221";2007;"H04W";1
"HU221";2007;"Y10T";2
"HU222";2007;"A61K";1
"HU222";2007;"B65F";1
"HU222";2007;"D06F";1
"HU222";2007;"G01N";1
"HU222";2007;"G02B";1
"HU223";2007;"A61K";1
"HU223";2007;"B01D";1
"HU223";2007;"B66C";1
"HU223";2007;"B66F";1
"HU223";2007;"C02F";1
"HU223";2007;"G01F";1
"HU223";2007;"H01J";1
"HU223";2007;"Y02W";1
"HU231";2007;"A21D";1
"HU231";2007;"A23C";1
"HU231";2007;"A23L";1
"HU231";2007;"A23V";1
"HU231";2007;"A61B";3
"HU231";2007;"A61F";1
"HU231";2007;"A61K";1
"HU231";2007;"B01J";1
"HU231";2007;"B09C";1
"HU231";2007;"C07D";2
"HU231";2007;"E03B";1
"HU231";2007;"E21B";1
"HU231";2007;"G01N";1
"HU231";2007;"G02B";1
"HU231";2007;"G11B";2
"HU231";2007;"H01J";2
"HU231";2007;"H04L";4
"HU231";2007;"H04W";2
"HU232";2007;"A23C";1
"HU232";2007;"A61B";1
"HU232";2007;"A61F";1
"HU232";2007;"F28D";1
"HU232";2007;"F28F";1
"HU233";2007;"A01K";1
"HU233";2007;"A61K";1
"HU311";2007;"A01G";2
"HU311";2007;"A47C";1
"HU311";2007;"A61B";1
"HU311";2007;"A61K";1
"HU311";2007;"B23D";1
"HU311";2007;"B24B";1
"HU311";2007;"B25F";2
"HU311";2007;"C02F";1
"HU311";2007;"C05F";1
"HU311";2007;"D01D";1
"HU311";2007;"E04D";1
"HU311";2007;"F02N";1
"HU311";2007;"F23C";1
"HU311";2007;"F23G";1
"HU311";2007;"G06F";1
"HU311";2007;"H01H";1
"HU311";2007;"H01L";1
"HU311";2007;"H02S";1
"HU311";2007;"H04L";1
"HU311";2007;"Y02B";1
"HU311";2007;"Y02E";2
"HU311";2007;"Y02P";1
"HU311";2007;"Y02W";2
"HU312";2007;"A61H";1
"HU312";2007;"A61K";1
"HU312";2007;"C12N";1
"HU312";2007;"G01B";1
"HU312";2007;"G01N";1
"HU321";2007;"A23L";1
"HU321";2007;"A23V";1
"HU321";2007;"A47G";1
"HU321";2007;"A61K";3
"HU321";2007;"A61M";1
"HU321";2007;"B01D";1
"HU321";2007;"B82Y";1
"HU321";2007;"C01B";1
"HU321";2007;"C01P";1
"HU321";2007;"C07B";1
"HU321";2007;"C07C";1
"HU321";2007;"C07D";2
"HU321";2007;"C07H";1
"HU321";2007;"C07K";3
"HU321";2007;"C12P";3
"HU321";2007;"G01N";2
"HU321";2007;"Y10S";1
"HU321";2007;"Y10T";2
"HU322";2007;"A01B";1
"HU322";2007;"A01D";2
"HU322";2007;"B01D";1
"HU322";2007;"B29B";1
"HU322";2007;"C02F";2
"HU322";2007;"C07H";1
"HU322";2007;"C08J";1
"HU322";2007;"C09J";1
"HU322";2007;"C12M";1
"HU322";2007;"E04C";1
"HU322";2007;"Y02E";1
"HU322";2007;"Y02W";1
"HU322";2007;"Y10T";1
"HU323";2007;"A47C";1
"HU323";2007;"A47G";1
"HU323";2007;"C07D";1
"HU323";2007;"C07J";1
"HU323";2007;"D04H";1
"HU323";2007;"E04B";1
"HU323";2007;"E04C";1
"HU323";2007;"F24D";1
"HU323";2007;"F24J";1
"HU323";2007;"F28D";1
"HU323";2007;"Y02B";1
"HU323";2007;"Y02E";1
"HU323";2007;"Y10T";1
"HU331";2007;"A01K";1
"HU331";2007;"A23L";1
"HU331";2007;"A61B";1
"HU331";2007;"B60G";3
"HU331";2007;"B60T";1
"HU331";2007;"B65D";1
"HU331";2007;"B82Y";1
"HU331";2007;"C07C";1
"HU331";2007;"C07K";1
"HU331";2007;"C08F";1
"HU331";2007;"C08J";1
"HU331";2007;"C08L";1
"HU331";2007;"C12N";1
"HU331";2007;"E04G";1
"HU331";2007;"F16K";1
"HU331";2007;"H04L";4
"HU331";2007;"Y10T";1
"HU332";2007;"A01D";2
"HU332";2007;"A23C";1
"HU332";2007;"C07D";1
"HU333";2007;"A01K";1
"HU333";2007;"A61B";1
"HU333";2007;"A61K";3
"HU333";2007;"B01F";1
"HU333";2007;"B28B";1
"HU333";2007;"B82Y";2
"HU333";2007;"C04B";1
"HU333";2007;"C07D";1
"HU333";2007;"C07F";1
"HU333";2007;"C07H";2
"HU333";2007;"C07K";1
"HU333";2007;"C08F";1
"HU333";2007;"C08J";1
"HU333";2007;"C08L";1
"HU333";2007;"C09K";1
"HU333";2007;"C12N";1
"HU333";2007;"E04C";1
"HU333";2007;"G01N";2
"HU333";2007;"G02B";2
"HU333";2007;"H04L";3
"HU333";2007;"H04W";3
"HU333";2007;"Y02P";2
"HUZZZ";2007;"C07D";1
"HU101";2008;"A23K";5
"HU101";2008;"A23L";2
"HU101";2008;"A43B";1
"HU101";2008;"A47B";1
"HU101";2008;"A47C";1
"HU101";2008;"A47F";1
"HU101";2008;"A47J";1
"HU101";2008;"A47L";1
"HU101";2008;"A61B";1
"HU101";2008;"A61F";3
"HU101";2008;"A61K";17
"HU101";2008;"A61L";2
"HU101";2008;"A61M";1
"HU101";2008;"A61N";2
"HU101";2008;"A63J";1
"HU101";2008;"B01J";2
"HU101";2008;"B29C";1
"HU101";2008;"B29K";1
"HU101";2008;"B41M";1
"HU101";2008;"B42D";1
"HU101";2008;"B60R";1
"HU101";2008;"B60S";2
"HU101";2008;"B60T";8
"HU101";2008;"B60W";1
"HU101";2008;"B64F";1
"HU101";2008;"B65D";1
"HU101";2008;"B82Y";1
"HU101";2008;"C02F";1
"HU101";2008;"C03C";1
"HU101";2008;"C07B";1
"HU101";2008;"C07C";5
"HU101";2008;"C07D";9
"HU101";2008;"C07K";3
"HU101";2008;"C08K";1
"HU101";2008;"C09B";1
"HU101";2008;"C10G";1
"HU101";2008;"C10L";1
"HU101";2008;"C11C";1
"HU101";2008;"C12N";4
"HU101";2008;"C12P";2
"HU101";2008;"C12Y";2
"HU101";2008;"D06M";2
"HU101";2008;"D06P";1
"HU101";2008;"D21C";1
"HU101";2008;"E03B";1
"HU101";2008;"E04G";2
"HU101";2008;"E04H";1
"HU101";2008;"E21B";1
"HU101";2008;"F02B";4
"HU101";2008;"F02D";4
"HU101";2008;"F02M";1
"HU101";2008;"F02N";1
"HU101";2008;"F05B";1
"HU101";2008;"F15B";1
"HU101";2008;"F16B";3
"HU101";2008;"F16D";4
"HU101";2008;"F16F";2
"HU101";2008;"F16J";1
"HU101";2008;"F16K";2
"HU101";2008;"F21K";1
"HU101";2008;"F21V";1
"HU101";2008;"F21Y";1
"HU101";2008;"F24D";1
"HU101";2008;"F24H";1
"HU101";2008;"G01D";1
"HU101";2008;"G01F";1
"HU101";2008;"G01N";3
"HU101";2008;"G02B";5
"HU101";2008;"G02F";1
"HU101";2008;"G03B";1
"HU101";2008;"G03H";4
"HU101";2008;"G06F";3
"HU101";2008;"G09B";1
"HU101";2008;"G09G";1
"HU101";2008;"G11B";4
"HU101";2008;"G11C";2
"HU101";2008;"G21K";1
"HU101";2008;"H01B";1
"HU101";2008;"H01H";1
"HU101";2008;"H01J";9
"HU101";2008;"H01L";1
"HU101";2008;"H01R";1
"HU101";2008;"H02H";1
"HU101";2008;"H04L";34
"HU101";2008;"H04M";1
"HU101";2008;"H04N";1
"HU101";2008;"H04Q";3
"HU101";2008;"H04W";18
"HU101";2008;"H05B";2
"HU101";2008;"H05K";2
"HU101";2008;"Y02B";5
"HU101";2008;"Y02E";1
"HU101";2008;"Y02P";3
"HU101";2008;"Y02T";4
"HU101";2008;"Y10T";6
"HU102";2008;"A23K";3
"HU102";2008;"A23L";2
"HU102";2008;"A43B";1
"HU102";2008;"A47J";1
"HU102";2008;"A61B";5
"HU102";2008;"A61F";2
"HU102";2008;"A61H";1
"HU102";2008;"A61K";4
"HU102";2008;"A61M";1
"HU102";2008;"A61N";7
"HU102";2008;"B01J";2
"HU102";2008;"B29C";1
"HU102";2008;"B29K";1
"HU102";2008;"B41M";1
"HU102";2008;"B60R";1
"HU102";2008;"B60T";3
"HU102";2008;"B64F";1
"HU102";2008;"B65D";1
"HU102";2008;"C02F";1
"HU102";2008;"C03C";1
"HU102";2008;"C04B";1
"HU102";2008;"C07C";2
"HU102";2008;"C07D";3
"HU102";2008;"C08K";1
"HU102";2008;"C12N";1
"HU102";2008;"C12Q";1
"HU102";2008;"E03B";1
"HU102";2008;"E04G";1
"HU102";2008;"E21B";1
"HU102";2008;"F03D";1
"HU102";2008;"F05B";1
"HU102";2008;"F16D";1
"HU102";2008;"F16J";1
"HU102";2008;"F16K";1
"HU102";2008;"F21K";1
"HU102";2008;"F21V";1
"HU102";2008;"F21Y";1
"HU102";2008;"G01F";1
"HU102";2008;"G01N";1
"HU102";2008;"G02B";2
"HU102";2008;"G02F";1
"HU102";2008;"G03B";1
"HU102";2008;"G06F";1
"HU102";2008;"G06K";1
"HU102";2008;"G06T";1
"HU102";2008;"H01B";1
"HU102";2008;"H01H";1
"HU102";2008;"H01J";6
"HU102";2008;"H01R";2
"HU102";2008;"H02K";1
"HU102";2008;"H04L";20
"HU102";2008;"H04N";1
"HU102";2008;"H04Q";1
"HU102";2008;"H04W";11
"HU102";2008;"H05B";2
"HU102";2008;"Y02B";3
"HU102";2008;"Y02E";1
"HU102";2008;"Y02P";1
"HU102";2008;"Y10T";2
"HU211";2008;"B29B";1
"HU211";2008;"B29L";1
"HU211";2008;"B65D";1
"HU211";2008;"C07H";1
"HU211";2008;"H01R";1
"HU211";2008;"H04L";1
"HU211";2008;"H04W";1
"HU211";2008;"Y02W";1
"HU211";2008;"Y10T";1
"HU212";2008;"A61K";1
"HU212";2008;"B01D";1
"HU212";2008;"C07C";1
"HU212";2008;"C12N";1
"HU212";2008;"F21K";1
"HU212";2008;"F21V";1
"HU212";2008;"F21Y";1
"HU212";2008;"G02B";1
"HU212";2008;"H01J";3
"HU212";2008;"H05B";1
"HU212";2008;"Y02B";3
"HU213";2008;"A61L";1
"HU213";2008;"B62J";1
"HU213";2008;"B82Y";1
"HU213";2008;"C08J";1
"HU213";2008;"C08K";1
"HU213";2008;"G03H";4
"HU213";2008;"G11B";4
"HU213";2008;"G11C";2
"HU213";2008;"H02H";1
"HU213";2008;"H05B";1
"HU213";2008;"Y02B";1
"HU221";2008;"A47F";1
"HU221";2008;"A47K";2
"HU221";2008;"B29C";5
"HU221";2008;"B29K";5
"HU221";2008;"B29L";1
"HU221";2008;"B32B";1
"HU221";2008;"B65D";1
"HU221";2008;"C07D";1
"HU221";2008;"C08J";1
"HU221";2008;"C08K";1
"HU221";2008;"C08L";1
"HU221";2008;"C09D";1
"HU221";2008;"E04B";1
"HU221";2008;"Y10T";5
"HU222";2008;"G06F";1
"HU222";2008;"H01L";1
"HU223";2008;"A47F";1
"HU223";2008;"A47K";2
"HU223";2008;"B29C";5
"HU223";2008;"B29K";5
"HU223";2008;"B29L";1
"HU223";2008;"B65D";1
"HU223";2008;"C12C";1
"HU223";2008;"F24D";1
"HU223";2008;"F24F";1
"HU223";2008;"F24H";1
"HU223";2008;"F25B";1
"HU223";2008;"H01J";2
"HU223";2008;"Y02B";3
"HU223";2008;"Y10T";4
"HU231";2008;"A61K";3
"HU231";2008;"C07K";1
"HU231";2008;"C12Q";1
"HU231";2008;"F02B";2
"HU231";2008;"F02D";2
"HU231";2008;"G01N";1
"HU231";2008;"G03H";4
"HU231";2008;"G11B";4
"HU231";2008;"G11C";2
"HU231";2008;"H01F";1
"HU231";2008;"H04L";2
"HU231";2008;"Y02T";2
"HU232";2008;"G01N";1
"HU233";2008;"A61K";1
"HU233";2008;"B01J";1
"HU233";2008;"C07C";1
"HU233";2008;"C12Q";1
"HU233";2008;"G01N";1
"HU311";2008;"A61F";1
"HU311";2008;"A61K";1
"HU311";2008;"A61L";1
"HU311";2008;"A61N";1
"HU311";2008;"B22D";1
"HU311";2008;"B22F";1
"HU311";2008;"B23D";2
"HU311";2008;"B24B";4
"HU311";2008;"B25F";2
"HU311";2008;"C07C";1
"HU311";2008;"C10J";1
"HU311";2008;"C22C";1
"HU311";2008;"Y02E";1
"HU311";2008;"Y02P";1
"HU311";2008;"Y10T";1
"HU312";2008;"C02F";1
"HU312";2008;"G06F";1
"HU312";2008;"H04L";1
"HU312";2008;"H04W";1
"HU312";2008;"Y02W";1
"HU313";2008;"A61K";1
"HU321";2008;"A61L";1
"HU321";2008;"A62C";1
"HU321";2008;"B08B";1
"HU321";2008;"B29B";1
"HU321";2008;"B29L";1
"HU321";2008;"C07H";1
"HU321";2008;"C07K";2
"HU321";2008;"C12Q";1
"HU321";2008;"E04C";1
"HU321";2008;"F16F";1
"HU321";2008;"F24F";1
"HU321";2008;"G01N";2
"HU321";2008;"H01L";1
"HU321";2008;"H04R";1
"HU321";2008;"Y02B";1
"HU321";2008;"Y02E";1
"HU321";2008;"Y02W";1
