Source;Target;Type
3369;6344;Directed
3369;3121;Directed
3369;3374;Directed
3369;3077;Directed
3369;3376;Directed
3369;3384;Directed
3369;3364;Directed
3369;4108;Directed
3369;3389;Directed
3369;3368;Directed
3369;3383;Directed
3369;3388;Directed
3369;3385;Directed
3369;4109;Directed
3369;2264;Directed
3369;3390;Directed
3369;3386;Directed
3369;6392;Directed
3369;2276;Directed
3369;3391;Directed
3369;3404;Directed
3369;2275;Directed
3369;3406;Directed
3369;4144;Directed
3369;4380;Directed
3369;3400;Directed
3369;3399;Directed
3894;3275;Directed
3894;3940;Directed
3928;3308;Directed
3928;3157;Directed
3928;3885;Directed
3928;3304;Directed
3928;3303;Directed
3928;3316;Directed
3928;3903;Directed
3928;3275;Directed
3928;3896;Directed
3928;3901;Directed
3928;3898;Directed
3928;3910;Directed
3928;3077;Directed
3928;3911;Directed
3928;3908;Directed
3928;3272;Directed
3928;3940;Directed
3928;8401;Directed
3928;3919;Directed
3928;3920;Directed
3928;3240;Directed
3928;2276;Directed
3928;3916;Directed
3928;3250;Directed
3928;3256;Directed
116;178;Directed
6211;3901;Directed
3262;3304;Directed
3262;3263;Directed
3262;3267;Directed
3262;3266;Directed
3262;3269;Directed
3824;3536;Directed
6343;3395;Directed
6343;4120;Directed
6343;3369;Directed
6343;3370;Directed
6343;6344;Directed
6343;3376;Directed
6343;6341;Directed
6343;3364;Directed
6343;3368;Directed
6343;3385;Directed
6343;3391;Directed
3371;4033;Directed
3371;3885;Directed
3371;6366;Directed
3371;3382;Directed
3371;6431;Directed
3371;3395;Directed
3371;3316;Directed
3371;6400;Directed
3371;6399;Directed
3371;3393;Directed
3371;3394;Directed
3371;3373;Directed
3371;3379;Directed
3371;6351;Directed
3371;4030;Directed
3371;7519;Directed
3371;6434;Directed
3371;3372;Directed
3371;6353;Directed
3371;4120;Directed
3371;6430;Directed
3371;8845;Directed
3371;6345;Directed
3371;3369;Directed
3371;3370;Directed
3371;6355;Directed
3371;3121;Directed
3371;3374;Directed
3371;3077;Directed
3371;6347;Directed
3371;6341;Directed
3371;3364;Directed
3371;4149;Directed
3371;4108;Directed
3371;3389;Directed
3371;3368;Directed
3371;3383;Directed
3371;6386;Directed
3371;3388;Directed
3371;7898;Directed
3371;3385;Directed
3371;4109;Directed
3371;8876;Directed
3371;6393;Directed
3371;2264;Directed
3371;3390;Directed
3371;6390;Directed
3371;3386;Directed
3371;2268;Directed
3371;6392;Directed
3371;5475;Directed
3371;2276;Directed
3371;3391;Directed
3371;3392;Directed
3371;6384;Directed
3371;3387;Directed
3371;3406;Directed
3371;4144;Directed
3371;4380;Directed
3371;3400;Directed
3371;3930;Directed
3371;3399;Directed
7457;6341;Directed
3370;507;Directed
3370;4033;Directed
3370;3308;Directed
3370;3157;Directed
3370;3885;Directed
3370;3304;Directed
3370;3120;Directed
3370;3382;Directed
3370;6431;Directed
3370;3035;Directed
3370;3395;Directed
3370;3316;Directed
3370;4110;Directed
3370;6400;Directed
3370;3034;Directed
3370;7506;Directed
3370;6399;Directed
3370;9025;Directed
3370;6398;Directed
3370;3199;Directed
3370;6401;Directed
3370;3393;Directed
3370;3205;Directed
3370;3275;Directed
3370;3394;Directed
3370;8082;Directed
3370;3373;Directed
3370;3196;Directed
3370;6403;Directed
3370;3379;Directed
3370;8781;Directed
3370;7508;Directed
3370;6351;Directed
3370;6963;Directed
3370;4030;Directed
3370;7519;Directed
3370;6346;Directed
3370;3372;Directed
3370;6357;Directed
3370;6353;Directed
3370;4120;Directed
3370;6430;Directed
3370;6361;Directed
3370;6352;Directed
3370;6345;Directed
3370;4148;Directed
3370;6360;Directed
3370;6359;Directed
3370;3369;Directed
3370;6343;Directed
3370;3371;Directed
3370;3375;Directed
3370;3077;Directed
3370;3376;Directed
3370;8407;Directed
3370;6347;Directed
3370;6428;Directed
3370;6379;Directed
3370;3940;Directed
3370;3384;Directed
3370;3351;Directed
3370;6381;Directed
3370;3269;Directed
3370;6354;Directed
3370;6341;Directed
3370;6944;Directed
3370;3364;Directed
3370;6427;Directed
3370;4149;Directed
3370;6380;Directed
3370;4108;Directed
3370;3389;Directed
3370;3368;Directed
3370;6391;Directed
3370;8858;Directed
3370;3383;Directed
3370;6387;Directed
3370;4145;Directed
3370;3484;Directed
3370;6386;Directed
3370;3388;Directed
3370;6388;Directed
3370;7898;Directed
3370;6383;Directed
3370;3385;Directed
3370;4109;Directed
3370;8876;Directed
3370;6394;Directed
3370;6393;Directed
3370;2264;Directed
3370;3390;Directed
3370;6390;Directed
3370;3386;Directed
3370;2268;Directed
3370;6392;Directed
3370;2397;Directed
3370;2276;Directed
3370;3391;Directed
3370;3392;Directed
3370;6384;Directed
3370;3387;Directed
3370;3404;Directed
3370;3406;Directed
3370;6389;Directed
3370;156;Directed
3370;4144;Directed
3370;4380;Directed
3370;3400;Directed
3370;3930;Directed
3370;2372;Directed
3370;2305;Directed
3370;3992;Directed
3370;2279;Directed
3370;3339;Directed
3370;2244;Directed
3370;3361;Directed
3370;3320;Directed
3370;2006;Directed
3370;1382;Directed
3370;1701;Directed
3370;1128;Directed
3370;2985;Directed
3370;1107;Directed
3370;2072;Directed
3370;580;Directed
3370;2082;Directed
3370;2241;Directed
3370;2188;Directed
3370;3156;Directed
3370;3093;Directed
3370;3125;Directed
3370;3399;Directed
3370;3076;Directed
3370;3239;Directed
3370;3179;Directed
3370;6376;Directed
3370;6375;Directed
2935;2937;Directed
2935;2938;Directed
2935;6954;Directed
2935;3366;Directed
2935;2926;Directed
2935;2985;Directed
2935;4029;Directed
2935;4078;Directed
6355;3382;Directed
6355;3395;Directed
6355;3393;Directed
6355;3394;Directed
6355;3373;Directed
6355;4030;Directed
6355;3372;Directed
6355;4120;Directed
6355;6744;Directed
6355;3371;Directed
6355;3375;Directed
6355;3376;Directed
6355;6354;Directed
6355;3364;Directed
6355;3368;Directed
6355;3383;Directed
6355;3388;Directed
6355;3385;Directed
6355;4109;Directed
6355;6394;Directed
6355;3386;Directed
6355;6392;Directed
6355;3391;Directed
6355;6384;Directed
6355;3387;Directed
6355;3406;Directed
6344;3379;Directed
6344;6430;Directed
6344;3369;Directed
6344;6343;Directed
6344;6341;Directed
6344;3364;Directed
6344;3406;Directed
6344;4144;Directed
6448;6449;Directed
1833;1807;Directed
1833;3877;Directed
49;507;Directed
49;120;Directed
49;3751;Directed
49;1836;Directed
49;1826;Directed
49;166;Directed
49;1840;Directed
49;109;Directed
49;90;Directed
49;136;Directed
49;3462;Directed
49;178;Directed
49;196;Directed
49;3877;Directed
49;72;Directed
49;3839;Directed
49;99;Directed
49;3484;Directed
49;122;Directed
49;87;Directed
49;7266;Directed
49;168;Directed
49;3577;Directed
49;175;Directed
49;3469;Directed
49;180;Directed
49;156;Directed
49;184;Directed
49;119;Directed
49;1760;Directed
49;146;Directed
49;3494;Directed
49;100;Directed
49;1780;Directed
49;193;Directed
49;3878;Directed
49;1852;Directed
49;3830;Directed
49;3858;Directed
49;3550;Directed
49;160;Directed
3121;3157;Directed
3121;3885;Directed
3121;3304;Directed
3121;3382;Directed
3121;3395;Directed
3121;3316;Directed
3121;3393;Directed
3121;3373;Directed
3121;3196;Directed
3121;3369;Directed
3121;3371;Directed
3121;3375;Directed
3121;3376;Directed
3121;3364;Directed
3121;3389;Directed
3121;3383;Directed
3121;6386;Directed
3121;3388;Directed
3121;3385;Directed
3121;2264;Directed
3121;6390;Directed
3121;3386;Directed
3121;4140;Directed
3121;2268;Directed
3121;2397;Directed
3121;2276;Directed
3121;3391;Directed
3121;3387;Directed
3121;3406;Directed
3121;4144;Directed
3121;3930;Directed
3121;2372;Directed
3121;3992;Directed
3121;2279;Directed
3121;3931;Directed
4064;3751;Directed
4064;3536;Directed
3374;4033;Directed
3374;3157;Directed
3374;3885;Directed
3374;3304;Directed
3374;3382;Directed
3374;6431;Directed
3374;3395;Directed
3374;3316;Directed
3374;4110;Directed
3374;6399;Directed
3374;6401;Directed
3374;3393;Directed
3374;3394;Directed
3374;3373;Directed
3374;3196;Directed
3374;6403;Directed
3374;3379;Directed
3374;4030;Directed
3374;3372;Directed
3374;6357;Directed
3374;6353;Directed
3374;4120;Directed
3374;6430;Directed
3374;6361;Directed
3374;6352;Directed
3374;6345;Directed
3374;4148;Directed
3374;6360;Directed
3374;6359;Directed
3374;3369;Directed
3374;3371;Directed
3374;3375;Directed
3374;3376;Directed
3374;6347;Directed
3374;6428;Directed
3374;6379;Directed
3374;3384;Directed
3374;3269;Directed
3374;6354;Directed
3374;6341;Directed
3374;3364;Directed
3374;4149;Directed
3374;6380;Directed
3374;4108;Directed
3374;3389;Directed
3374;3368;Directed
3374;3383;Directed
3374;6385;Directed
3374;6386;Directed
3374;3388;Directed
3374;6382;Directed
3374;3385;Directed
3374;4109;Directed
3374;6394;Directed
3374;2264;Directed
3374;3390;Directed
3374;6390;Directed
3374;3386;Directed
3374;2268;Directed
3374;6392;Directed
3374;5475;Directed
3374;2276;Directed
3374;3391;Directed
3374;3392;Directed
3374;6384;Directed
3374;3387;Directed
3374;3404;Directed
3374;3406;Directed
3374;6395;Directed
3374;4144;Directed
3374;4380;Directed
3374;3400;Directed
3374;3930;Directed
3374;3399;Directed
3375;4033;Directed
3375;3885;Directed
3375;6366;Directed
3375;3382;Directed
3375;6431;Directed
3375;3395;Directed
3375;6400;Directed
3375;4085;Directed
3375;3393;Directed
3375;3394;Directed
3375;3373;Directed
3375;6351;Directed
3375;4030;Directed
3375;6368;Directed
3375;6346;Directed
3375;6434;Directed
3375;3372;Directed
3375;4120;Directed
3375;6345;Directed
3375;6359;Directed
3375;3370;Directed
3375;6355;Directed
3375;3121;Directed
3375;3374;Directed
3375;3077;Directed
3375;3384;Directed
3375;3364;Directed
3375;4108;Directed
3375;3389;Directed
3375;3368;Directed
3375;3383;Directed
3375;6387;Directed
3375;4145;Directed
3375;3388;Directed
3375;3385;Directed
3375;6394;Directed
3375;2264;Directed
3375;3390;Directed
3375;3386;Directed
3375;2268;Directed
3375;6392;Directed
3375;2276;Directed
3375;3391;Directed
3375;3392;Directed
3375;3387;Directed
3375;3404;Directed
3375;3406;Directed
3375;4144;Directed
3375;4380;Directed
3375;3400;Directed
3375;3930;Directed
3375;6407;Directed
3375;3399;Directed
3375;6743;Directed
112;90;Directed
112;178;Directed
112;87;Directed
3077;507;Directed
3077;3177;Directed
3077;4033;Directed
3077;3308;Directed
3077;3157;Directed
3077;3885;Directed
3077;3304;Directed
3077;3382;Directed
3077;3035;Directed
3077;3395;Directed
3077;3316;Directed
3077;2937;Directed
3077;3034;Directed
3077;3199;Directed
3077;3393;Directed
3077;3205;Directed
3077;3275;Directed
3077;3380;Directed
3077;3394;Directed
3077;3373;Directed
3077;3196;Directed
3077;3379;Directed
3077;4030;Directed
3077;346;Directed
3077;3372;Directed
3077;6357;Directed
3077;4120;Directed
3077;6361;Directed
3077;6345;Directed
3077;3369;Directed
3077;3928;Directed
3077;3371;Directed
3077;3370;Directed
3077;3375;Directed
3077;3376;Directed
3077;3272;Directed
3077;3940;Directed
3077;3384;Directed
3077;3351;Directed
3077;3269;Directed
3077;6354;Directed
3077;3364;Directed
3077;4149;Directed
3077;4108;Directed
3077;3389;Directed
3077;3368;Directed
3077;6391;Directed
3077;3383;Directed
3077;3484;Directed
3077;6386;Directed
3077;3388;Directed
3077;7898;Directed
3077;6383;Directed
3077;3385;Directed
3077;1555;Directed
3077;6393;Directed
3077;2270;Directed
3077;2264;Directed
3077;3390;Directed
3077;6390;Directed
3077;3386;Directed
3077;4140;Directed
3077;2268;Directed
3077;6392;Directed
3077;2397;Directed
3077;2276;Directed
3077;3391;Directed
3077;3392;Directed
3077;3387;Directed
3077;3404;Directed
3077;3406;Directed
3077;3469;Directed
3077;2429;Directed
3077;156;Directed
3077;4144;Directed
3077;4206;Directed
3077;3400;Directed
3077;3930;Directed
3077;2370;Directed
3077;2384;Directed
3077;2372;Directed
3077;2305;Directed
3077;2934;Directed
3077;2927;Directed
3077;3992;Directed
3077;3942;Directed
3077;3341;Directed
3077;2359;Directed
3077;2279;Directed
3077;2287;Directed
3077;2246;Directed
3077;3339;Directed
3077;3322;Directed
3077;5;Directed
3077;3361;Directed
3077;3320;Directed
3077;2006;Directed
3077;1960;Directed
3077;1382;Directed
3077;421;Directed
3077;813;Directed
3077;1701;Directed
3077;1590;Directed
3077;2985;Directed
3077;4029;Directed
3077;1107;Directed
3077;580;Directed
3077;2082;Directed
3077;2057;Directed
3077;2241;Directed
3077;2179;Directed
3077;2188;Directed
3077;893;Directed
3077;2997;Directed
3077;3156;Directed
3077;3797;Directed
3077;3494;Directed
3077;2908;Directed
3077;3093;Directed
3077;3131;Directed
3077;3141;Directed
3077;193;Directed
3077;340;Directed
3077;1678;Directed
3077;1524;Directed
3077;3144;Directed
3077;4078;Directed
3077;3125;Directed
3077;3830;Directed
3077;3043;Directed
3077;3076;Directed
3077;3239;Directed
3077;3179;Directed
3077;3931;Directed
6132;3484;Directed
3911;3275;Directed
3911;3910;Directed
3911;3928;Directed
3266;3304;Directed
3266;3303;Directed
3266;3316;Directed
3266;3263;Directed
3266;3267;Directed
3266;6217;Directed
3266;3262;Directed
3266;3265;Directed
3266;4056;Directed
3266;3264;Directed
3266;6216;Directed
3266;6215;Directed
3266;3270;Directed
3266;6219;Directed
3266;6220;Directed
3266;3269;Directed
178;502;Directed
178;507;Directed
178;1856;Directed
178;1858;Directed
178;120;Directed
178;3751;Directed
178;1836;Directed
178;1826;Directed
178;166;Directed
178;1840;Directed
178;85;Directed
178;167;Directed
178;90;Directed
178;3536;Directed
178;3462;Directed
178;116;Directed
178;49;Directed
178;112;Directed
178;196;Directed
178;3877;Directed
178;164;Directed
178;3839;Directed
178;3731;Directed
178;34;Directed
178;3484;Directed
178;122;Directed
178;87;Directed
178;78;Directed
178;168;Directed
178;3577;Directed
178;175;Directed
178;3469;Directed
178;172;Directed
178;156;Directed
178;184;Directed
178;33;Directed
178;119;Directed
178;2279;Directed
178;3456;Directed
178;580;Directed
178;73;Directed
178;1760;Directed
178;146;Directed
178;3494;Directed
178;100;Directed
178;1953;Directed
178;193;Directed
178;70;Directed
178;340;Directed
178;3576;Directed
178;79;Directed
178;174;Directed
178;3878;Directed
178;1923;Directed
178;1852;Directed
178;3830;Directed
178;3858;Directed
178;3550;Directed
178;3670;Directed
178;160;Directed
178;31;Directed
2925;2937;Directed
2925;2923;Directed
2925;4078;Directed
2925;4374;Directed
3348;3351;Directed
4216;3751;Directed
4216;6505;Directed
4216;3536;Directed
4216;3877;Directed
4216;3577;Directed
4216;3858;Directed
8944;2937;Directed
3376;4033;Directed
3376;3157;Directed
3376;3885;Directed
3376;6366;Directed
3376;3382;Directed
3376;6431;Directed
3376;3395;Directed
3376;3316;Directed
3376;4085;Directed
3376;3393;Directed
3376;3394;Directed
3376;3373;Directed
3376;3379;Directed
3376;6351;Directed
3376;4030;Directed
3376;6358;Directed
3376;6434;Directed
3376;3372;Directed
3376;6357;Directed
3376;4120;Directed
3376;6430;Directed
3376;6345;Directed
3376;6360;Directed
3376;3369;Directed
3376;6343;Directed
3376;3370;Directed
3376;6355;Directed
3376;3121;Directed
3376;3374;Directed
3376;3077;Directed
3376;3384;Directed
3376;6944;Directed
3376;3364;Directed
3376;4108;Directed
3376;3368;Directed
3376;3383;Directed
3376;6386;Directed
3376;7898;Directed
3376;6383;Directed
3376;3385;Directed
3376;8876;Directed
3376;2264;Directed
3376;3390;Directed
3376;6390;Directed
3376;3386;Directed
3376;6392;Directed
3376;5475;Directed
3376;2276;Directed
3376;3391;Directed
3376;3392;Directed
3376;6384;Directed
3376;3387;Directed
3376;3404;Directed
3376;2275;Directed
3376;2278;Directed
3376;3406;Directed
3376;4144;Directed
3376;4380;Directed
3376;3400;Directed
3376;3930;Directed
3376;1382;Directed
3376;3399;Directed
4127;3751;Directed
4127;3536;Directed
4127;3877;Directed
4127;3577;Directed
4127;3858;Directed
6494;3536;Directed
9107;3382;Directed
9107;3391;Directed
3265;3266;Directed
3265;6216;Directed
3265;6215;Directed
3265;5855;Directed
3265;6220;Directed
8407;3395;Directed
8407;3393;Directed
8407;3370;Directed
8407;3391;Directed
8407;3404;Directed
8407;3406;Directed
196;32;Directed
196;5511;Directed
196;136;Directed
196;49;Directed
196;178;Directed
196;37;Directed
196;72;Directed
196;5463;Directed
196;5526;Directed
196;60;Directed
196;4237;Directed
196;155;Directed
196;100;Directed
196;132;Directed
196;183;Directed
196;69;Directed
4263;3536;Directed
6449;6448;Directed
3596;3462;Directed
3596;3484;Directed
6795;3380;Directed
6795;6954;Directed
6795;3366;Directed
6347;3382;Directed
6347;6431;Directed
6347;3395;Directed
6347;4085;Directed
6347;3393;Directed
6347;3379;Directed
6347;6351;Directed
6347;4030;Directed
6347;6346;Directed
6347;6434;Directed
6347;3372;Directed
6347;6345;Directed
6347;3371;Directed
6347;3370;Directed
6347;3374;Directed
6347;3384;Directed
6347;4108;Directed
6347;3389;Directed
6347;3368;Directed
6347;8858;Directed
6347;3383;Directed
6347;3388;Directed
6347;6429;Directed
6347;3390;Directed
6347;6390;Directed
6347;3386;Directed
6347;6392;Directed
6347;2276;Directed
6347;3391;Directed
6347;3392;Directed
6347;3387;Directed
6347;3404;Directed
6347;3406;Directed
6347;4144;Directed
6347;4380;Directed
6347;3400;Directed
6347;2372;Directed
6347;3399;Directed
6268;3351;Directed
6428;3395;Directed
6428;3373;Directed
6428;3379;Directed
6428;3370;Directed
6428;3374;Directed
6428;3364;Directed
6428;3383;Directed
6428;3386;Directed
6428;3391;Directed
3908;3275;Directed
3908;3896;Directed
3908;3901;Directed
3908;3898;Directed
3908;3929;Directed
3908;3910;Directed
3908;3928;Directed
3908;6231;Directed
3908;3919;Directed
4056;3263;Directed
4056;3266;Directed
4056;3269;Directed
9026;2936;Directed
9026;2937;Directed
9026;2923;Directed
6379;3395;Directed
6379;4120;Directed
6379;3370;Directed
6379;3374;Directed
6379;3384;Directed
6379;3364;Directed
6379;3383;Directed
6379;3391;Directed
3272;3885;Directed
3272;3304;Directed
3272;3316;Directed
3272;3275;Directed
3272;3263;Directed
3272;3928;Directed
3272;3077;Directed
3272;3269;Directed
3272;2397;Directed
3272;3406;Directed
3272;3339;Directed
3272;2188;Directed
3264;3266;Directed
6216;3266;Directed
6216;3265;Directed
37;32;Directed
37;196;Directed
37;68;Directed
3877;502;Directed
3877;507;Directed
3877;1825;Directed
3877;4083;Directed
3877;3498;Directed
3877;3840;Directed
3877;3829;Directed
3877;3652;Directed
3877;4087;Directed
3877;1804;Directed
3877;120;Directed
3877;3751;Directed
3877;3819;Directed
3877;3559;Directed
3877;3872;Directed
3877;4019;Directed
3877;166;Directed
3877;4063;Directed
3877;4021;Directed
3877;3636;Directed
3877;4020;Directed
3877;3880;Directed
3877;6505;Directed
3877;3536;Directed
3877;3462;Directed
3877;4100;Directed
3877;1833;Directed
3877;49;Directed
3877;178;Directed
3877;4216;Directed
3877;4127;Directed
3877;3495;Directed
3877;3839;Directed
3877;3731;Directed
3877;3467;Directed
3877;3734;Directed
3877;3867;Directed
3877;3582;Directed
3877;3644;Directed
3877;3484;Directed
3877;6133;Directed
3877;87;Directed
3877;3687;Directed
3877;3807;Directed
3877;5772;Directed
3877;3805;Directed
3877;3817;Directed
3877;3948;Directed
3877;3748;Directed
3877;3453;Directed
3877;3577;Directed
3877;3469;Directed
3877;3777;Directed
3877;3720;Directed
3877;4101;Directed
3877;156;Directed
3877;4099;Directed
3877;184;Directed
3877;3930;Directed
3877;3728;Directed
3877;3448;Directed
3877;3771;Directed
3877;146;Directed
3877;3797;Directed
3877;3864;Directed
3877;3494;Directed
3877;3752;Directed
3877;100;Directed
3877;3849;Directed
3877;3520;Directed
3877;3714;Directed
3877;3820;Directed
3877;3626;Directed
3877;1871;Directed
3877;193;Directed
3877;340;Directed
3877;3533;Directed
3877;3570;Directed
3877;3576;Directed
3877;3876;Directed
3877;3878;Directed
3877;3486;Directed
3877;3646;Directed
3877;3759;Directed
3877;3645;Directed
3877;4089;Directed
3877;3488;Directed
3877;3685;Directed
3877;4014;Directed
3877;3585;Directed
3877;4359;Directed
3877;3690;Directed
3877;3811;Directed
3877;3747;Directed
3877;3717;Directed
3877;3830;Directed
3877;4047;Directed
3877;4028;Directed
3877;4046;Directed
3877;3473;Directed
3877;3678;Directed
3877;4072;Directed
3877;4043;Directed
3877;3598;Directed
3877;3660;Directed
3877;3858;Directed
3877;4348;Directed
3877;3729;Directed
3877;3609;Directed
3877;4356;Directed
3877;3458;Directed
3877;3566;Directed
3877;3550;Directed
3877;3855;Directed
3877;3454;Directed
3877;4009;Directed
3877;4292;Directed
3877;3670;Directed
3877;3442;Directed
3877;160;Directed
3877;3457;Directed
3877;3863;Directed
3877;3673;Directed
3877;3826;Directed
3877;5740;Directed
3877;3621;Directed
3877;1824;Directed
3877;3691;Directed
3877;1850;Directed
6215;3266;Directed
6215;3265;Directed
3940;3157;Directed
3940;3885;Directed
3940;3304;Directed
3940;3316;Directed
3940;3903;Directed
3940;3275;Directed
3940;3896;Directed
3940;3901;Directed
3940;3898;Directed
3940;3894;Directed
3940;3928;Directed
3940;3370;Directed
3940;3077;Directed
3940;3351;Directed
3940;3269;Directed
3940;8401;Directed
3940;3349;Directed
3940;3924;Directed
3940;6204;Directed
3940;3240;Directed
3940;3917;Directed
3940;3927;Directed
3940;2397;Directed
3940;2276;Directed
3940;3406;Directed
3940;3913;Directed
3940;3916;Directed
3940;3310;Directed
3940;3930;Directed
3940;3999;Directed
3940;3992;Directed
3940;3243;Directed
3940;3341;Directed
3940;2359;Directed
3940;2279;Directed
3940;3339;Directed
3940;5;Directed
3940;3361;Directed
3940;3320;Directed
1820;1804;Directed
1820;1807;Directed
1820;1824;Directed
3270;3304;Directed
3270;3266;Directed
3270;3269;Directed
9090;3351;Directed
9090;6235;Directed
6219;3266;Directed
6219;6218;Directed
6219;3269;Directed
5855;3265;Directed
6220;3266;Directed
6220;3265;Directed
3689;3731;Directed
3689;3644;Directed
6234;3921;Directed
6218;6219;Directed
164;178;Directed
164;156;Directed
72;136;Directed
72;49;Directed
72;196;Directed
5736;3536;Directed
3384;3382;Directed
3384;3395;Directed
3384;3393;Directed
3384;3394;Directed
3384;3373;Directed
3384;3379;Directed
3384;4030;Directed
3384;4120;Directed
3384;3369;Directed
3384;3370;Directed
3384;3374;Directed
3384;3375;Directed
3384;3077;Directed
3384;3376;Directed
3384;6347;Directed
3384;6379;Directed
3384;3364;Directed
3384;4108;Directed
3384;3368;Directed
3384;3383;Directed
3384;3388;Directed
3384;3390;Directed
3384;3386;Directed
3384;6392;Directed
3384;2276;Directed
3384;3391;Directed
3384;3387;Directed
3384;3404;Directed
3384;3406;Directed
3384;4144;Directed
3384;4380;Directed
3384;3400;Directed
6350;6345;Directed
6350;6341;Directed
6350;3364;Directed
6350;6342;Directed
3351;3885;Directed
3351;3304;Directed
3351;3316;Directed
3351;3353;Directed
3351;3275;Directed
3351;3370;Directed
3351;3077;Directed
3351;3348;Directed
3351;6268;Directed
3351;3940;Directed
3351;9090;Directed
3351;3269;Directed
3351;8401;Directed
3351;3345;Directed
3351;6314;Directed
3351;6235;Directed
3351;3349;Directed
3351;6310;Directed
3351;7577;Directed
3351;3346;Directed
3351;6266;Directed
3351;4319;Directed
3351;3347;Directed
3351;3999;Directed
3351;3319;Directed
3351;3341;Directed
3351;3339;Directed
3351;3322;Directed
3351;3355;Directed
3351;3361;Directed
3351;3320;Directed
3351;2006;Directed
3351;813;Directed
3351;2241;Directed
3351;2188;Directed
3351;893;Directed
3351;3179;Directed
6381;3370;Directed
6381;3364;Directed
6381;3383;Directed
6381;3391;Directed
3269;3308;Directed
3269;3304;Directed
3269;3303;Directed
3269;3316;Directed
3269;3275;Directed
3269;3263;Directed
3269;3267;Directed
3269;3262;Directed
3269;3370;Directed
3269;3374;Directed
3269;3077;Directed
3269;3266;Directed
3269;4056;Directed
3269;3272;Directed
3269;3940;Directed
3269;3270;Directed
3269;6219;Directed
3269;3351;Directed
3269;6222;Directed
3269;3919;Directed
3269;4141;Directed
3269;3271;Directed
3269;3268;Directed
3269;3386;Directed
3269;2397;Directed
3269;2276;Directed
3269;3406;Directed
3269;3930;Directed
3269;2279;Directed
6354;3370;Directed
6354;6355;Directed
6354;3374;Directed
6354;3077;Directed
6231;3908;Directed
6231;3240;Directed
3495;3751;Directed
3495;3536;Directed
3495;3462;Directed
3495;3877;Directed
3495;3945;Directed
3495;3731;Directed
3495;3467;Directed
3495;3484;Directed
3495;3817;Directed
3495;3748;Directed
3495;3453;Directed
3495;3577;Directed
3495;3469;Directed
3495;3720;Directed
3495;3830;Directed
3495;3858;Directed
8401;3304;Directed
8401;3316;Directed
8401;3275;Directed
8401;3898;Directed
8401;3928;Directed
8401;3940;Directed
8401;3351;Directed
8401;3240;Directed
6341;3395;Directed
6341;7506;Directed
6341;9025;Directed
6341;3393;Directed
6341;6955;Directed
6341;6365;Directed
6341;4030;Directed
6341;6367;Directed
6341;6368;Directed
6341;6346;Directed
6341;6434;Directed
6341;6345;Directed
6341;6360;Directed
6341;6359;Directed
6341;6343;Directed
6341;3371;Directed
6341;7457;Directed
6341;3370;Directed
6341;6344;Directed
6341;3374;Directed
6341;6350;Directed
6341;6954;Directed
6341;3383;Directed
6341;6385;Directed
6341;6382;Directed
6341;6342;Directed
6341;6383;Directed
6341;4109;Directed
6341;3366;Directed
6341;6392;Directed
6341;5475;Directed
6341;6349;Directed
6341;6395;Directed
6341;6413;Directed
6341;4380;Directed
6208;3921;Directed
3839;3751;Directed
3839;3536;Directed
3839;3462;Directed
3839;49;Directed
3839;178;Directed
3839;3877;Directed
3839;3484;Directed
3839;3817;Directed
3839;3577;Directed
3839;3469;Directed
3839;3777;Directed
3839;3720;Directed
3839;156;Directed
3839;3858;Directed
3839;3550;Directed
3839;3670;Directed
6944;3382;Directed
6944;3395;Directed
6944;3370;Directed
6944;3376;Directed
6944;3364;Directed
6944;3368;Directed
6944;6390;Directed
6944;3391;Directed
6944;4144;Directed
6944;3400;Directed
3364;507;Directed
3364;4033;Directed
3364;3885;Directed
3364;3304;Directed
3364;6366;Directed
3364;3382;Directed
3364;6431;Directed
3364;3395;Directed
3364;3316;Directed
3364;2937;Directed
3364;4110;Directed
3364;6400;Directed
3364;8043;Directed
3364;6399;Directed
3364;6398;Directed
3364;3199;Directed
3364;4085;Directed
3364;6401;Directed
3364;3393;Directed
3364;3205;Directed
3364;3275;Directed
3364;3380;Directed
3364;6955;Directed
3364;3394;Directed
3364;2938;Directed
3364;8630;Directed
3364;3373;Directed
3364;6403;Directed
3364;3379;Directed
3364;8781;Directed
3364;6351;Directed
3364;6963;Directed
3364;4030;Directed
3364;6367;Directed
3364;6368;Directed
3364;6346;Directed
3364;346;Directed
3364;6434;Directed
3364;3372;Directed
3364;6357;Directed
3364;6353;Directed
3364;4120;Directed
3364;6430;Directed
3364;6361;Directed
3364;6352;Directed
3364;6345;Directed
3364;4148;Directed
3364;6360;Directed
3364;3369;Directed
3364;6343;Directed
3364;3371;Directed
3364;3370;Directed
3364;6355;Directed
3364;6344;Directed
3364;3121;Directed
3364;3374;Directed
3364;3375;Directed
3364;3077;Directed
3364;3376;Directed
3364;6428;Directed
3364;6379;Directed
3364;3384;Directed
3364;6350;Directed
3364;6381;Directed
3364;6944;Directed
3364;6427;Directed
3364;4149;Directed
3364;6380;Directed
3364;4108;Directed
3364;3389;Directed
3364;6954;Directed
3364;6391;Directed
3364;3383;Directed
3364;6387;Directed
3364;4145;Directed
3364;3484;Directed
3364;6385;Directed
3364;6386;Directed
3364;3388;Directed
3364;6342;Directed
3364;7898;Directed
3364;6383;Directed
3364;3385;Directed
3364;4109;Directed
