Source;Target;Type
679;415;Directed
679;421;Directed
679;3959;Directed
679;1657;Directed
679;2954;Directed
679;1701;Directed
679;1229;Directed
679;2948;Directed
679;2947;Directed
679;2939;Directed
679;1197;Directed
679;1590;Directed
679;6105;Directed
679;2985;Directed
679;534;Directed
679;304;Directed
679;302;Directed
679;580;Directed
679;3972;Directed
679;3964;Directed
679;3973;Directed
679;636;Directed
679;585;Directed
679;666;Directed
679;2241;Directed
679;2188;Directed
679;1665;Directed
679;599;Directed
679;345;Directed
679;3797;Directed
679;193;Directed
679;340;Directed
679;1678;Directed
679;1524;Directed
679;3830;Directed
679;1638;Directed
679;1525;Directed
679;342;Directed
1742;502;Directed
1742;1550;Directed
1742;346;Directed
1742;1551;Directed
1742;609;Directed
1742;351;Directed
1742;1569;Directed
1742;1208;Directed
1742;1613;Directed
1742;1701;Directed
1742;4317;Directed
1742;1665;Directed
1742;345;Directed
1742;4053;Directed
1742;340;Directed
1742;1678;Directed
1742;350;Directed
1742;352;Directed
1742;342;Directed
726;737;Directed
726;1222;Directed
3958;644;Directed
3958;609;Directed
3958;3953;Directed
1746;492;Directed
1746;1587;Directed
1746;1613;Directed
1746;1745;Directed
865;797;Directed
865;813;Directed
1647;1525;Directed
1453;3941;Directed
1663;492;Directed
1663;1246;Directed
1663;1538;Directed
1663;346;Directed
1663;1539;Directed
1663;1555;Directed
1663;1553;Directed
1663;1218;Directed
1663;1367;Directed
1663;1657;Directed
1663;1229;Directed
1663;373;Directed
1663;350;Directed
1663;1525;Directed
1490;492;Directed
1490;585;Directed
1737;492;Directed
1737;3986;Directed
1737;691;Directed
1737;1539;Directed
1737;1555;Directed
1737;708;Directed
1737;1569;Directed
1737;1208;Directed
1737;1613;Directed
1737;699;Directed
1737;1739;Directed
1737;1701;Directed
1737;4317;Directed
1737;585;Directed
1737;2188;Directed
1737;1423;Directed
1737;373;Directed
1737;1678;Directed
1737;1525;Directed
462;737;Directed
462;421;Directed
448;421;Directed
1656;1657;Directed
18;12;Directed
18;11;Directed
18;15;Directed
18;4248;Directed
18;8;Directed
18;625;Directed
5699;287;Directed
5699;1157;Directed
5699;3410;Directed
8208;5439;Directed
675;548;Directed
675;492;Directed
675;523;Directed
675;469;Directed
675;657;Directed
675;1555;Directed
675;668;Directed
675;669;Directed
675;1367;Directed
675;478;Directed
675;490;Directed
675;679;Directed
675;599;Directed
675;340;Directed
1456;346;Directed
1456;1613;Directed
1456;737;Directed
1456;1486;Directed
734;721;Directed
734;737;Directed
734;728;Directed
734;715;Directed
734;6737;Directed
646;663;Directed
646;4325;Directed
460;1212;Directed
460;609;Directed
460;737;Directed
460;668;Directed
460;442;Directed
460;3953;Directed
460;421;Directed
6109;2944;Directed
804;797;Directed
804;813;Directed
804;799;Directed
6768;1175;Directed
1042;1020;Directed
1042;5652;Directed
1042;1038;Directed
413;415;Directed
16;502;Directed
16;492;Directed
16;507;Directed
16;3751;Directed
16;644;Directed
16;346;Directed
16;609;Directed
16;3577;Directed
16;337;Directed
16;737;Directed
16;478;Directed
16;1382;Directed
16;421;Directed
16;535;Directed
16;534;Directed
16;580;Directed
16;636;Directed
16;73;Directed
16;3448;Directed
16;3797;Directed
16;3494;Directed
16;3714;Directed
16;193;Directed
16;340;Directed
16;4167;Directed
5439;8208;Directed
5439;9;Directed
8832;548;Directed
8832;492;Directed
8832;664;Directed
8832;491;Directed
8832;599;Directed
412;415;Directed
1659;1657;Directed
1103;502;Directed
1103;469;Directed
1103;1054;Directed
1103;478;Directed
1103;1102;Directed
1103;5674;Directed
1103;1638;Directed
1102;502;Directed
1102;469;Directed
1102;1054;Directed
1102;1050;Directed
1102;478;Directed
1102;1386;Directed
1102;1382;Directed
1102;1103;Directed
1102;5674;Directed
1102;1105;Directed
1102;1106;Directed
1102;580;Directed
1102;629;Directed
1102;4053;Directed
1102;1638;Directed
1102;1525;Directed
1102;342;Directed
1486;502;Directed
1486;548;Directed
1486;346;Directed
1486;1553;Directed
1486;337;Directed
1486;1613;Directed
1486;699;Directed
1486;1460;Directed
1486;478;Directed
1486;1739;Directed
1486;1456;Directed
1486;3941;Directed
1486;1474;Directed
1486;1482;Directed
1486;1452;Directed
1486;1465;Directed
1486;1657;Directed
1486;1450;Directed
1486;1469;Directed
1486;1476;Directed
1486;1472;Directed
1486;1701;Directed
1486;1198;Directed
1486;1197;Directed
1486;4029;Directed
1486;304;Directed
1486;4198;Directed
1486;345;Directed
1486;344;Directed
1486;355;Directed
1486;4166;Directed
1486;340;Directed
1486;350;Directed
1486;1525;Directed
1454;1488;Directed
1454;3941;Directed
1454;1452;Directed
6737;734;Directed
6737;415;Directed
15;18;Directed
435;421;Directed
1104;5674;Directed
1153;1154;Directed
632;644;Directed
632;663;Directed
632;5588;Directed
632;4325;Directed
632;653;Directed
632;4328;Directed
632;649;Directed
1194;502;Directed
1194;548;Directed
1194;492;Directed
1194;507;Directed
1194;1246;Directed
1194;1538;Directed
1194;346;Directed
1194;1555;Directed
1194;351;Directed
1194;337;Directed
1194;1587;Directed
1194;1613;Directed
1194;1218;Directed
1194;1367;Directed
1194;478;Directed
1194;1382;Directed
1194;3998;Directed
1194;679;Directed
1194;3941;Directed
1194;1657;Directed
1194;1196;Directed
1194;1701;Directed
1194;1229;Directed
1194;2944;Directed
1194;1198;Directed
1194;1197;Directed
1194;1590;Directed
1194;2985;Directed
1194;304;Directed
1194;302;Directed
1194;1230;Directed
1194;580;Directed
1194;585;Directed
1194;8076;Directed
1194;355;Directed
1194;373;Directed
1194;340;Directed
1194;1678;Directed
1194;1524;Directed
1194;1525;Directed
880;4105;Directed
880;797;Directed
880;879;Directed
880;1004;Directed
880;881;Directed
880;813;Directed
5653;1020;Directed
1649;1657;Directed
5674;1054;Directed
5674;5665;Directed
5674;1050;Directed
5674;1084;Directed
5674;1382;Directed
5674;1103;Directed
5674;1102;Directed
5674;1104;Directed
5674;5675;Directed
5674;1106;Directed
5674;2559;Directed
5674;1074;Directed
5674;3448;Directed
5674;1638;Directed
1475;3941;Directed
1043;1020;Directed
1043;1038;Directed
458;548;Directed
458;737;Directed
458;1489;Directed
458;1222;Directed
458;421;Directed
458;1230;Directed
458;355;Directed
458;353;Directed
4325;4350;Directed
4325;663;Directed
4325;5588;Directed
4325;646;Directed
4325;632;Directed
4325;4326;Directed
4325;4327;Directed
1652;492;Directed
1652;1246;Directed
1652;1252;Directed
1652;1538;Directed
1652;346;Directed
1652;1539;Directed
1652;1553;Directed
1652;1587;Directed
1652;1613;Directed
1652;1218;Directed
1652;1367;Directed
1652;1657;Directed
1652;1229;Directed
1652;304;Directed
1652;585;Directed
1652;373;Directed
1652;1525;Directed
1654;492;Directed
1654;1555;Directed
1654;1525;Directed
5697;287;Directed
5697;1157;Directed
5697;3410;Directed
3941;502;Directed
3941;507;Directed
3941;346;Directed
3941;1555;Directed
3941;609;Directed
3941;351;Directed
3941;337;Directed
3941;1587;Directed
3941;1606;Directed
3941;1613;Directed
3941;737;Directed
3941;1489;Directed
3941;1190;Directed
3941;1460;Directed
3941;1218;Directed
3941;478;Directed
3941;1382;Directed
3941;1739;Directed
3941;1451;Directed
3941;1488;Directed
3941;679;Directed
3941;1453;Directed
3941;1463;Directed
3941;1486;Directed
3941;1454;Directed
3941;1194;Directed
3941;1475;Directed
3941;1474;Directed
3941;4193;Directed
3941;1482;Directed
3941;1462;Directed
3941;5787;Directed
3941;4195;Directed
3941;1452;Directed
3941;1465;Directed
3941;1468;Directed
3941;4194;Directed
3941;1479;Directed
3941;1446;Directed
3941;1657;Directed
3941;1450;Directed
3941;4191;Directed
3941;4190;Directed
3941;1469;Directed
3941;1464;Directed
3941;1476;Directed
3941;4192;Directed
3941;1458;Directed
3941;1459;Directed
3941;1706;Directed
3941;1472;Directed
3941;1701;Directed
3941;1735;Directed
3941;4317;Directed
3941;3410;Directed
3941;535;Directed
3941;1229;Directed
3941;2944;Directed
3941;2939;Directed
3941;1128;Directed
3941;1197;Directed
3941;1590;Directed
3941;2177;Directed
3941;2170;Directed
3941;2985;Directed
3941;4029;Directed
3941;302;Directed
3941;580;Directed
3941;3973;Directed
3941;1353;Directed
3941;2241;Directed
3941;2179;Directed
3941;2188;Directed
3941;1665;Directed
3941;345;Directed
3941;340;Directed
3941;1678;Directed
3941;1524;Directed
2945;346;Directed
2945;1539;Directed
2945;1613;Directed
2945;679;Directed
2945;1701;Directed
2945;4317;Directed
2945;2944;Directed
2945;2939;Directed
2945;2922;Directed
2945;373;Directed
2945;1525;Directed
3953;502;Directed
3953;548;Directed
3953;492;Directed
3953;523;Directed
3953;517;Directed
3953;664;Directed
3953;657;Directed
3953;665;Directed
3953;644;Directed
3953;346;Directed
3953;1555;Directed
3953;609;Directed
3953;351;Directed
3953;1587;Directed
3953;1613;Directed
3953;1056;Directed
3953;699;Directed
3953;737;Directed
3953;1489;Directed
3953;1218;Directed
3953;478;Directed
3953;1382;Directed
3953;2952;Directed
3953;679;Directed
3953;3958;Directed
3953;460;Directed
3953;3956;Directed
3953;415;Directed
3953;421;Directed
3953;3959;Directed
3953;2954;Directed
3953;441;Directed
3953;1701;Directed
3953;4317;Directed
3953;2948;Directed
3953;1688;Directed
3953;2939;Directed
3953;1197;Directed
3953;1590;Directed
3953;2988;Directed
3953;2985;Directed
3953;4029;Directed
3953;304;Directed
3953;302;Directed
3953;537;Directed
3953;580;Directed
3953;3973;Directed
3953;636;Directed
3953;585;Directed
3953;666;Directed
3953;630;Directed
3953;4198;Directed
3953;599;Directed
3953;345;Directed
3953;2983;Directed
3953;355;Directed
3953;3797;Directed
3953;340;Directed
3953;1678;Directed
3953;1524;Directed
3953;353;Directed
3953;608;Directed
3953;1525;Directed
3953;342;Directed
3956;502;Directed
3956;548;Directed
3956;492;Directed
3956;1212;Directed
3956;657;Directed
3956;699;Directed
3956;490;Directed
3956;3998;Directed
3956;3953;Directed
3956;1458;Directed
3956;1198;Directed
3956;599;Directed
3956;355;Directed
3956;1519;Directed
1658;346;Directed
1658;1613;Directed
1658;1657;Directed
1474;548;Directed
1474;3986;Directed
1474;657;Directed
1474;680;Directed
1474;699;Directed
1474;490;Directed
1474;8414;Directed
1474;1486;Directed
1474;3941;Directed
1474;1198;Directed
1474;537;Directed
1474;4198;Directed
6779;5645;Directed
1105;1102;Directed
1105;1106;Directed
1662;492;Directed
1662;3986;Directed
1662;1553;Directed
1662;1489;Directed
1662;1367;Directed
1662;1229;Directed
1662;304;Directed
1662;355;Directed
1662;373;Directed
1662;1525;Directed
4193;3941;Directed
5675;5674;Directed
1482;1486;Directed
1482;3941;Directed
432;421;Directed
1462;3941;Directed
6106;2939;Directed
815;797;Directed
815;813;Directed
415;502;Directed
415;548;Directed
415;657;Directed
415;665;Directed
415;644;Directed
415;609;Directed
415;1056;Directed
415;737;Directed
415;738;Directed
415;478;Directed
415;1222;Directed
415;679;Directed
415;413;Directed
415;412;Directed
415;6737;Directed
415;3953;Directed
415;421;Directed
415;3959;Directed
415;2948;Directed
415;2939;Directed
415;2985;Directed
415;302;Directed
415;580;Directed
415;4198;Directed
415;599;Directed
415;355;Directed
415;340;Directed
415;353;Directed
415;1525;Directed
438;421;Directed
438;428;Directed
1193;548;Directed
5787;3941;Directed
5701;1175;Directed
421;502;Directed
421;507;Directed
421;1212;Directed
421;3885;Directed
421;3316;Directed
421;3393;Directed
421;644;Directed
421;346;Directed
421;3077;Directed
421;3364;Directed
421;1555;Directed
421;687;Directed
421;609;Directed
421;3406;Directed
421;3930;Directed
421;351;Directed
421;1055;Directed
421;3992;Directed
421;3942;Directed
421;1587;Directed
421;2279;Directed
421;1054;Directed
421;743;Directed
421;1613;Directed
421;1056;Directed
421;737;Directed
421;738;Directed
421;1489;Directed
421;442;Directed
421;1218;Directed
421;478;Directed
421;1386;Directed
421;1382;Directed
421;679;Directed
421;462;Directed
421;448;Directed
421;460;Directed
421;16;Directed
421;435;Directed
421;458;Directed
421;3953;Directed
421;432;Directed
421;415;Directed
421;438;Directed
421;3959;Directed
421;446;Directed
421;430;Directed
421;453;Directed
421;416;Directed
421;428;Directed
421;433;Directed
421;439;Directed
421;463;Directed
421;2954;Directed
421;1701;Directed
421;437;Directed
421;429;Directed
421;1229;Directed
421;2948;Directed
421;2939;Directed
421;1590;Directed
421;2985;Directed
421;6111;Directed
421;302;Directed
421;1230;Directed
421;580;Directed
421;2188;Directed
421;1665;Directed
421;345;Directed
421;2975;Directed
421;3797;Directed
421;3093;Directed
421;340;Directed
421;1678;Directed
421;1524;Directed
421;1638;Directed
421;342;Directed
653;663;Directed
1106;1102;Directed
1106;5674;Directed
1106;1105;Directed
1106;1638;Directed
4195;3941;Directed
1031;1020;Directed
1031;1036;Directed
1031;1033;Directed
879;880;Directed
879;881;Directed
879;813;Directed
1617;1633;Directed
1452;1613;Directed
1452;478;Directed
1452;1386;Directed
1452;1486;Directed
1452;1454;Directed
1452;3941;Directed
1452;1480;Directed
1452;4191;Directed
1452;1469;Directed
1452;1458;Directed
1452;1472;Directed
1452;345;Directed
1452;340;Directed
1465;1486;Directed
1465;3941;Directed
1465;4191;Directed
1465;1469;Directed
1465;1458;Directed
3959;548;Directed
3959;492;Directed
3959;5562;Directed
3959;517;Directed
3959;664;Directed
3959;657;Directed
3959;644;Directed
3959;346;Directed
3959;1555;Directed
3959;1553;Directed
3959;609;Directed
3959;351;Directed
3959;1587;Directed
3959;1613;Directed
3959;1056;Directed
3959;737;Directed
3959;1218;Directed
3959;1367;Directed
3959;491;Directed
3959;679;Directed
3959;3953;Directed
3959;415;Directed
3959;421;Directed
3959;1701;Directed
3959;2948;Directed
3959;2944;Directed
3959;2939;Directed
3959;1590;Directed
3959;2985;Directed
3959;4029;Directed
3959;304;Directed
3959;302;Directed
3959;580;Directed
3959;636;Directed
3959;585;Directed
3959;666;Directed
3959;4198;Directed
3959;599;Directed
3959;373;Directed
3959;596;Directed
3959;340;Directed
3959;353;Directed
3959;1525;Directed
1169;1175;Directed
1468;3941;Directed
446;1212;Directed
446;1054;Directed
446;1056;Directed
446;737;Directed
446;421;Directed
4194;3941;Directed
1479;3941;Directed
838;797;Directed
838;800;Directed
838;813;Directed
838;799;Directed
430;421;Directed
1633;4091;Directed
1633;1617;Directed
1633;1629;Directed
1633;1634;Directed
1633;1628;Directed
1633;345;Directed
1633;3448;Directed
1633;193;Directed
1633;340;Directed
1633;1636;Directed
1633;1638;Directed
906;813;Directed
906;907;Directed
906;1005;Directed
906;5604;Directed
4326;4350;Directed
4326;4325;Directed
4326;4327;Directed
453;421;Directed
1004;4105;Directed
1004;880;Directed
1004;813;Directed
1037;1020;Directed
1037;1035;Directed
881;797;Directed
881;880;Directed
881;879;Directed
881;877;Directed
881;813;Directed
881;907;Directed
881;1005;Directed
881;4059;Directed
1446;3941;Directed
1446;1480;Directed
6107;2944;Directed
1480;1470;Directed
1480;1452;Directed
1480;1446;Directed
1480;1461;Directed
1657;502;Directed
1657;492;Directed
1657;507;Directed
1657;1246;Directed
1657;1252;Directed
1657;664;Directed
1657;1562;Directed
1657;1550;Directed
1657;1538;Directed
1657;346;Directed
1657;1539;Directed
1657;1555;Directed
1657;1567;Directed
1657;1553;Directed
1657;609;Directed
1657;351;Directed
1657;1587;Directed
1657;1561;Directed
1657;1509;Directed
1657;1613;Directed
1657;1501;Directed
1657;1489;Directed
1657;1218;Directed
1657;1367;Directed
1657;1382;Directed
1657;1739;Directed
1657;679;Directed
1657;1663;Directed
1657;1656;Directed
1657;1659;Directed
1657;1486;Directed
1657;1194;Directed
1657;1649;Directed
1657;1652;Directed
1657;3941;Directed
1657;1655;Directed
1657;1701;Directed
1657;1735;Directed
1657;4317;Directed
1657;1229;Directed
1657;1197;Directed
1657;1590;Directed
1657;2177;Directed
1657;2170;Directed
1657;2985;Directed
1657;304;Directed
1657;302;Directed
1657;580;Directed
1657;585;Directed
1657;2241;Directed
1657;8076;Directed
1657;2188;Directed
1657;1665;Directed
1657;599;Directed
1657;345;Directed
1657;1354;Directed
1657;373;Directed
1657;1534;Directed
1657;1517;Directed
1657;340;Directed
1657;1678;Directed
1657;1524;Directed
1657;1638;Directed
1657;1529;Directed
1657;1525;Directed
1450;1486;Directed
1450;3941;Directed
1450;1469;Directed
1450;1476;Directed
1450;1472;Directed
794;797;Directed
794;813;Directed
794;799;Directed
4191;3941;Directed
4191;1452;Directed
4191;1465;Directed
5613;907;Directed
5613;910;Directed
4190;3941;Directed
4190;1464;Directed
1469;1486;Directed
1469;3941;Directed
1469;1452;Directed
1469;1465;Directed
1469;1450;Directed
1469;1472;Directed
416;421;Directed
1464;3941;Directed
1464;4190;Directed
1464;4192;Directed
1461;1480;Directed
1461;1459;Directed
1648;1525;Directed
1476;1486;Directed
1476;3941;Directed
1476;1450;Directed
1476;1469;Directed
1476;1472;Directed
4192;3941;Directed
4192;1464;Directed
4192;1458;Directed
1629;1633;Directed
1629;1627;Directed
1629;1639;Directed
1629;1634;Directed
1629;1628;Directed
1629;1625;Directed
1629;1636;Directed
1629;1638;Directed
1458;548;Directed
1458;3941;Directed
1458;3956;Directed
1458;1452;Directed
1458;4192;Directed
1458;1472;Directed
1459;3941;Directed
1459;1461;Directed
1459;1472;Directed
1706;502;Directed
1706;548;Directed
1706;346;Directed
1706;351;Directed
1706;1613;Directed
1706;3941;Directed
1706;1701;Directed
1706;4317;Directed
1706;1688;Directed
1706;1682;Directed
1706;5780;Directed
1706;1685;Directed
1706;1696;Directed
1706;7453;Directed
1706;1694;Directed
1706;1689;Directed
1706;1721;Directed
1706;1726;Directed
1706;580;Directed
1706;1722;Directed
1706;6753;Directed
1706;345;Directed
1706;344;Directed
1706;4053;Directed
1706;373;Directed
1706;340;Directed
1706;1678;Directed
1706;353;Directed
1706;350;Directed
1706;352;Directed
1706;342;Directed
428;438;Directed
428;421;Directed
877;881;Directed
877;813;Directed
1191;492;Directed
1191;1196;Directed
1191;4029;Directed
1038;1020;Directed
1038;1042;Directed
1038;1043;Directed
1038;813;Directed
1038;910;Directed
1038;4059;Directed
1038;1107;Directed
1018;813;Directed
1032;1031;Directed
1655;492;Directed
1655;1538;Directed
1655;1555;Directed
1655;1613;Directed
1655;1657;Directed
1655;1526;Directed
4315;502;Directed
4315;469;Directed
4315;478;Directed
4315;1701;Directed
4315;4317;Directed
4315;1682;Directed
4315;580;Directed
433;421;Directed
439;421;Directed
1196;492;Directed
1196;1613;Directed
1196;1194;Directed
1196;1191;Directed
1196;4029;Directed
800;797;Directed
800;838;Directed
800;813;Directed
800;799;Directed
4327;4350;Directed
4327;632;Directed
4327;4325;Directed
4327;4326;Directed
4327;4328;Directed
463;455;Directed
6784;1682;Directed
820;797;Directed
820;799;Directed
1627;1629;Directed
2954;502;Directed
2954;1555;Directed
2954;337;Directed
2954;1587;Directed
2954;1613;Directed
2954;737;Directed
2954;1489;Directed
2954;1218;Directed
2954;1382;Directed
2954;2952;Directed
2954;679;Directed
2954;3953;Directed
2954;421;Directed
2954;1701;Directed
2954;2948;Directed
2954;2939;Directed
2954;1197;Directed
2954;1590;Directed
2954;2177;Directed
2954;2985;Directed
2954;4029;Directed
2954;6111;Directed
2954;2965;Directed
2954;580;Directed
2954;3971;Directed
2954;3972;Directed
2954;3964;Directed
2954;3973;Directed
2954;2922;Directed
2954;4330;Directed
2954;2179;Directed
2954;2976;Directed
2954;2975;Directed
2954;2910;Directed
2954;340;Directed
2954;1524;Directed
2954;4078;Directed
2954;352;Directed
1472;699;Directed
1472;1486;Directed
1472;3941;Directed
1472;1452;Directed
1472;1450;Directed
1472;1469;Directed
1472;1476;Directed
1472;1458;Directed
1472;1459;Directed
1472;4196;Directed
441;3953;Directed
441;4198;Directed
441;1525;Directed
1639;1629;Directed
813;248;Directed
813;507;Directed
813;3885;Directed
813;3316;Directed
813;346;Directed
813;886;Directed
813;3077;Directed
813;3351;Directed
813;3364;Directed
813;951;Directed
813;6778;Directed
813;883;Directed
813;1020;Directed
813;3361;Directed
813;4105;Directed
813;1084;Directed
813;797;Directed
813;1382;Directed
813;865;Directed
813;804;Directed
813;880;Directed
813;815;Directed
813;879;Directed
813;838;Directed
813;906;Directed
813;1004;Directed
813;881;Directed
813;794;Directed
813;877;Directed
813;1038;Directed
813;1018;Directed
813;800;Directed
813;907;Directed
813;1001;Directed
813;910;Directed
813;866;Directed
813;1701;Directed
813;1120;Directed
813;841;Directed
813;273;Directed
813;1165;Directed
813;843;Directed
813;799;Directed
813;811;Directed
813;1005;Directed
813;5604;Directed
813;840;Directed
813;887;Directed
813;1128;Directed
813;849;Directed
813;1187;Directed
813;979;Directed
813;988;Directed
813;1016;Directed
813;1590;Directed
813;974;Directed
813;1013;Directed
813;990;Directed
813;976;Directed
813;4059;Directed
813;1107;Directed
813;2072;Directed
813;1177;Directed
813;1186;Directed
813;984;Directed
813;580;Directed
813;985;Directed
813;2564;Directed
813;918;Directed
813;2241;Directed
813;2179;Directed
813;2188;Directed
813;916;Directed
813;994;Directed
813;893;Directed
813;3988;Directed
813;2997;Directed
813;340;Directed
813;1678;Directed
813;970;Directed
1634;1633;Directed
1634;1629;Directed
907;507;Directed
907;951;Directed
907;4105;Directed
907;906;Directed
907;881;Directed
907;5613;Directed
907;813;Directed
907;910;Directed
907;799;Directed
907;1005;Directed
907;908;Directed
907;5612;Directed
907;1016;Directed
907;4059;Directed
907;1107;Directed
907;580;Directed
907;2188;Directed
1651;1701;Directed
8209;4029;Directed
1001;813;Directed
910;5613;Directed
910;1038;Directed
910;813;Directed
910;907;Directed
910;4059;Directed
866;813;Directed
1628;1633;Directed
1628;1629;Directed
1628;5793;Directed
1628;1625;Directed
1628;1638;Directed
1715;502;Directed
1715;548;Directed
1715;523;Directed
1715;517;Directed
1715;521;Directed
1715;346;Directed
1715;478;Directed
1715;490;Directed
1715;1701;Directed
1715;4317;Directed
1715;514;Directed
1715;345;Directed
1715;340;Directed
1715;352;Directed
1035;1037;Directed
1701;248;Directed
1701;502;Directed
1701;507;Directed
1701;1246;Directed
1701;231;Directed
1701;1273;Directed
1701;469;Directed
1701;287;Directed
1701;3885;Directed
1701;3304;Directed
1701;3316;Directed
1701;347;Directed
1701;644;Directed
1701;1538;Directed
1701;4161;Directed
1701;346;Directed
1701;3370;Directed
1701;3077;Directed
1701;3364;Directed
1701;3484;Directed
1701;348;Directed
1701;1555;Directed
1701;687;Directed
1701;1551;Directed
1701;609;Directed
1701;3406;Directed
1701;3930;Directed
1701;1612;Directed
1701;1157;Directed
1701;351;Directed
1701;3992;Directed
1701;1587;Directed
1701;1561;Directed
1701;1569;Directed
1701;1606;Directed
1701;2279;Directed
1701;5804;Directed
1701;1020;Directed
1701;1094;Directed
1701;1208;Directed
1701;1613;Directed
1701;737;Directed
1701;1646;Directed
1701;1741;Directed
1701;1489;Directed
1701;1190;Directed
1701;1218;Directed
1701;280;Directed
1701;478;Directed
1701;1386;Directed
1701;1382;Directed
1701;1216;Directed
1701;1154;Directed
1701;1739;Directed
1701;679;Directed
1701;1742;Directed
1701;1737;Directed
1701;1486;Directed
1701;1194;Directed
1701;3941;Directed
1701;2945;Directed
1701;3953;Directed
1701;415;Directed
1701;421;Directed
1701;1657;Directed
1701;1706;Directed
1701;4315;Directed
1701;2954;Directed
1701;813;Directed
1701;1651;Directed
1701;1715;Directed
1701;1735;Directed
1701;3410;Directed
1701;1699;Directed
1701;210;Directed
1701;273;Directed
1701;535;Directed
1701;1229;Directed
1701;9045;Directed
1701;1165;Directed
1701;2948;Directed
1701;5801;Directed
1701;2947;Directed
1701;1688;Directed
1701;2939;Directed
1701;1128;Directed
1701;1175;Directed
1701;1691;Directed
1701;1682;Directed
1701;5780;Directed
1701;1130;Directed
1701;2942;Directed
1701;4057;Directed
1701;3987;Directed
1701;1590;Directed
1701;2172;Directed
1701;2941;Directed
1701;1685;Directed
1701;2177;Directed
1701;1696;Directed
1701;1693;Directed
1701;2170;Directed
1701;7453;Directed
1701;1694;Directed
1701;4059;Directed
1701;5798;Directed
1701;1180;Directed
1701;2988;Directed
1701;2985;Directed
1701;1689;Directed
1701;2940;Directed
1701;2096;Directed
1701;1695;Directed
1701;5800;Directed
1701;1107;Directed
1701;2072;Directed
1701;2960;Directed
1701;1177;Directed
1701;1721;Directed
1701;1723;Directed
1701;2074;Directed
1701;1726;Directed
1701;2964;Directed
1701;2965;Directed
1701;302;Directed
1701;1230;Directed
1701;580;Directed
1701;1722;Directed
1701;2090;Directed
1701;6753;Directed
1701;1729;Directed
1701;1724;Directed
1701;3971;Directed
1701;6782;Directed
1701;5799;Directed
1701;5796;Directed
1701;4119;Directed
1701;1728;Directed
1701;2067;Directed
1701;9043;Directed
1701;3989;Directed
1701;3980;Directed
1701;4130;Directed
1701;7490;Directed
1701;3973;Directed
1701;5952;Directed
1701;6090;Directed
1701;2162;Directed
1701;6089;Directed
1701;2564;Directed
1701;2082;Directed
1701;2114;Directed
1701;2234;Directed
1701;2176;Directed
1701;2990;Directed
1701;2064;Directed
1701;1335;Directed
1701;1353;Directed
1701;2922;Directed
1701;2057;Directed
1701;4367;Directed
1701;4330;Directed
1701;2241;Directed
1701;4357;Directed
1701;4150;Directed
1701;2157;Directed
1701;2179;Directed
1701;2188;Directed
1701;2992;Directed
1701;2976;Directed
1701;4331;Directed
1701;1665;Directed
1701;629;Directed
1701;599;Directed
1701;345;Directed
1701;2975;Directed
1701;2206;Directed
1701;2979;Directed
1701;2050;Directed
1701;2983;Directed
1701;344;Directed
1701;1354;Directed
1701;4053;Directed
1701;1074;Directed
1701;1526;Directed
1701;220;Directed
1701;2910;Directed
1701;2913;Directed
1701;2997;Directed
1701;2223;Directed
1701;3156;Directed
1701;3797;Directed
1701;2912;Directed
1701;2908;Directed
1701;3093;Directed
1701;3714;Directed
1701;193;Directed
1701;340;Directed
1701;1678;Directed
1701;1524;Directed
1701;353;Directed
1701;1528;Directed
1701;4078;Directed
1701;3125;Directed
1701;3399;Directed
1701;3830;Directed
1701;1638;Directed
1701;350;Directed
1701;382;Directed
1701;352;Directed
1701;897;Directed
1701;628;Directed
1701;342;Directed
1701;3076;Directed
1701;3550;Directed
1166;1165;Directed
1735;548;Directed
1735;1550;Directed
1735;1538;Directed
1735;346;Directed
1735;1539;Directed
1735;1555;Directed
1735;1551;Directed
1735;1553;Directed
1735;1613;Directed
1735;1367;Directed
1735;1657;Directed
1735;1701;Directed
1735;1229;Directed
1735;2948;Directed
1735;2939;Directed
1735;1197;Directed
1735;4029;Directed
1735;2965;Directed
1735;340;Directed
1735;1524;Directed
1735;1525;Directed
455;421;Directed
1036;1031;Directed
1036;1035;Directed
437;421;Directed
4317;502;Directed
4317;548;Directed
4317;492;Directed
4317;347;Directed
4317;1538;Directed
4317;346;Directed
4317;1555;Directed
4317;609;Directed
4317;351;Directed
4317;337;Directed
4317;1613;Directed
4317;737;Directed
4317;1646;Directed
4317;1489;Directed
4317;1190;Directed
4317;1218;Directed
4317;1386;Directed
4317;1382;Directed
4317;1739;Directed
4317;1742;Directed
4317;1737;Directed
4317;3941;Directed
4317;2945;Directed
4317;3953;Directed
4317;1657;Directed
4317;1706;Directed
4317;4315;Directed
4317;1715;Directed
4317;1699;Directed
4317;1688;Directed
4317;2939;Directed
4317;8266;Directed
4317;1691;Directed
4317;1682;Directed
4317;5780;Directed
4317;2942;Directed
4317;3987;Directed
4317;1590;Directed
4317;1685;Directed
4317;2177;Directed
4317;1696;Directed
4317;1693;Directed
4317;7453;Directed
4317;6105;Directed
4317;1694;Directed
4317;5798;Directed
4317;1689;Directed
4317;2940;Directed
4317;4029;Directed
4317;1695;Directed
4317;2072;Directed
4317;2960;Directed
4317;1721;Directed
4317;1723;Directed
4317;1726;Directed
4317;1350;Directed
4317;591;Directed
4317;302;Directed
4317;580;Directed
4317;1722;Directed
