Id,lat,lng
8140,45.418243,-123.814384
7276,49.460556,-123.71861
8704,38.801613,-123.53064
5731,48.1202,-123.5
7269,48.85,-123.5
8224,48.65,-123.45
163,63.209442,-123.43667
184,48.646942,-123.425835
3455,48.14148,-123.41408
4106,48.42278,-123.3875
7763,48.428337,-123.37062
7405,48.429146,-123.36702
7270,48.75,-123.23333
4099,44.124584,-123.211975
156,49.19389,-123.18444
8170,48.608055,-123.15972
3883,45.194443,-123.13594
4107,49.289722,-123.11583
7764,49.289013,-123.111465
5500,49.2944,-123.111
8066,49.2739,-123.0986
7987,55.29944,-123.08333
6864,48.97972,-123.07889
7082,48.521942,-123.024445
8174,48.537224,-123.00972
7273,49.07389,-123.0075
7826,44.9095,-123.003
8173,48.61778,-122.95278
8122,45.540394,-122.94982
5456,50.1436,-122.949
6136,48.4839,-122.938
7083,48.708057,-122.91055
7650,46.969406,-122.90254
7938,46.118,-122.89839
4101,42.37423,-122.8735
8172,48.645557,-122.86806
3616,45.771027,-122.86183
6992,38.50898,-122.81288
7957,48.05381,-122.810646
8171,48.56025,-122.80243
6445,47.490246,-122.76482
104,49.21611,-122.71
172,53.889442,-122.67889
7345,45.529,-122.6768
7084,48.49889,-122.6625
3573,48.351803,-122.65591
7274,49.101112,-122.630554
8049,47.5619,-122.625
3720,45.588722,-122.5975
180,58.836388,-122.59695
3530,47.079216,-122.58078
8446,47.267944,-122.57811
8138,38.143612,-122.5561
3777,48.792694,-122.53753
8827,37.87856,-122.51274
127,53.02611,-122.51028
7955,48.0314,-122.4838
3672,47.137676,-122.47648
7956,48.955894,-122.458115
8901,47.242733,-122.42041
8121,45.54937,-122.40125
3469,37.618973,-122.374886
175,49.025276,-122.36056
9119,47.6138,-122.35402
7765,47.61124,-122.35003
6457,47.629,-122.339
8048,47.6005,-122.3388
7401,47.615883,-122.33002
8040,47.5985,-122.3299
8418,47.5985,-122.3299
9071,37.7861,-122.3186
3577,47.449,-122.3093
3726,47.53,-122.30195
4098,40.509,-122.29339
7850,37.840515,-122.29134
3822,47.90634,-122.28156
7658,38.213196,-122.28069
7028,47.7548,-122.259
8137,40.150696,-122.252304
7683,37.511944,-122.24944
3453,37.72128,-122.22072
8796,47.493137,-122.21575
8982,37.65889,-122.121666
8864,37.461113,-122.11506
7888,37.989666,-122.05689
162,52.183056,-122.05417
3783,37.41614,-122.04914
39,49.15278,-121.93889
3748,37.3626,-121.92902
3449,38.26269,-121.92747
3710,39.795383,-121.85842
7651,38.579388,-121.85694
3948,36.587,-121.84294
3433,36.681877,-121.762344
5750,42.1561,-121.733
6941,37.8284,-121.626
3817,38.695415,-121.590775
7945,38.58479,-121.50052
3663,38.512524,-121.49347
7629,37.41362,-121.49133
3638,39.13609,-121.43657
3684,38.66764,-121.40061
7875,39.0553,-121.3411
3434,38.553898,-121.29759
3805,37.89417,-121.238304
60,61.760155,-121.23653
8133,44.094555,-121.200226
8404,51.4412,-121.1958
8403,51.3833,-121.1825
8142,45.618557,-121.167336
4103,44.254066,-121.14996
9104,35.607746,-121.11019
3643,38.48678,-121.102776
7825,45.6576,-120.9664
8783,45.6576,-120.9664
3816,37.625816,-120.95442
8136,44.286995,-120.90383
8662,37.756332,-120.80019
168,56.238056,-120.74028
8134,43.23653,-120.6661
5768,35.2368,-120.642
3810,34.73733,-120.584305
3683,37.38048,-120.56819
5779,46.5682,-120.544
7122,37.28472,-120.513885
44,49.468056,-120.51139
8771,34.6656,-120.4675
5772,34.8989,-120.457
78,50.70222,-120.44444
8139,42.16111,-120.399086
6916,47.398,-120.206
48,55.742332,-120.183
7702,39.32004,-120.139565
8221,36.98861,-120.11244
7630,37.3039,-120.0222
4262,38.89389,-119.99528
3516,36.33301,-119.95208
3949,34.426212,-119.84037
7944,39.5287,-119.8116
3807,39.499107,-119.768105
3687,36.776196,-119.71814
8931,44.660862,-119.65262
181,49.463055,-119.60222
3607,33.239765,-119.45816
7266,58.49139,-119.407776
7121,36.31861,-119.39278
87,49.956112,-119.37778
3605,47.207706,-119.32019
7706,34.27833,-119.29222
8219,39.403027,-119.2512
6961,34.200832,-119.20722
3511,34.120285,-119.12094
6133,46.2647,-119.119
3558,35.433598,-119.05677
8047,34.2164,-119.0335
7851,35.372158,-119.00839
8135,43.591915,-118.95554
122,55.17972,-118.885
6883,45.695,-118.84139
7081,37.62405,-118.83777
3741,39.416584,-118.70098
7874,48.718204,-118.65647
7694,33.022743,-118.588486
4071,34.209812,-118.489975
7647,34.015835,-118.45131
7025,33.405,-118.41583
8220,34.259327,-118.41344
3484,33.942535,-118.40807
3644,34.20067,-118.358665
7053,33.80339,-118.33961
3508,33.92284,-118.33518
5719,46.0949,-118.288
7755,33.747196,-118.276855
7995,34.05611,-118.23417
8033,50.9667,-118.183
7026,35.059364,-118.151855
3582,33.817722,-118.15161
3756,34.62939,-118.08456
3512,34.90542,-117.883736
3867,33.675667,-117.868225
7120,35.65889,-117.829445
68,70.76278,-117.806114
8798,34.091667,-117.78178
4298,33.676132,-117.73116
3490,35.68542,-117.69204
3667,47.61506,-117.65577
34,49.29639,-117.6325
8223,49.055557,-117.60917
3734,34.056,-117.6012
6481,33.521927,-117.584724
3467,47.61986,-117.53384
102,56.226944,-117.44722
3799,33.951874,-117.44511
8445,33.988777,-117.40997
3554,34.597454,-117.382996
3716,47.68282,-117.322556
5526,64.1161,-117.31
3815,33.88071,-117.25945
5463,63.1317,-117.246
7670,34.095352,-117.23487
9098,32.903,-117.225
3594,32.69922,-117.21531
3731,32.733555,-117.18967
9099,32.716946,-117.16861
4088,33.0742,-117.1648
99,58.621387,-117.16472
8443,34.08525,-117.146385
3505,32.867695,-117.14175
7769,33.57418,-117.12847
3944,46.743862,-117.10958
3945,46.3745,-117.01539
8141,44.01936,-117.01303
8032,51.2992,-116.982
7659,32.572273,-116.98016
7693,32.82622,-116.97244
1847,32.541065,-116.97016
8608,33.039165,-116.91525
7993,34.26378,-116.856026
3592,37.798836,-116.78075
3435,35.280533,-116.63003
7761,31.855946,-116.62418
1803,31.79528,-116.602776
8176,36.273,-116.515
3839,33.829666,-116.50669
52,53.578888,-116.465
7585,33.25903,-116.32097
7648,33.748436,-116.27481
3495,43.56436,-116.22286
3436,34.29616,-116.1622
7646,33.626667,-116.15967
6863,50.2735,-116.14
7079,44.88972,-116.10139
3823,43.043602,-115.87243
5736,40.8249,-115.792
201,54.14389,-115.78667
72,60.83972,-115.782776
164,49.61222,-115.781944
8222,43.13161,-115.73057
3496,36.587185,-115.673355
3758,32.829224,-115.67167
3689,32.83422,-115.57874
3709,32.669502,-115.51333
1820,32.630634,-115.24164
6877,36.210693,-115.19444
7279,28.0375,-115.189445
3877,36.080055,-115.15225
37,67.816666,-115.14389
7999,35.97278,-115.134445
3814,36.2362,-115.034256
7281,27.705278,-114.91111
131,52.42972,-114.90417
7075,39.29972,-114.84194
1841,30.930222,-114.80864
197,55.293056,-114.77722
4136,33.619167,-114.71689
3596,32.656578,-114.60598
6131,35.1574,-114.56
6449,35.5651,-114.514
4263,42.481804,-114.48773
196,62.462776,-114.44028
8444,34.52889,-114.43197
8031,51.1031,-114.374
7586,34.57111,-114.35828
6494,43.504444,-114.296196
4127,48.31047,-114.256
4216,46.916306,-114.09055
7277,64.190834,-114.07667
3451,40.718693,-114.03089
5836,28.0261,-114.024
178,51.113888,-114.02028
6132,35.2595,-113.938
112,52.18222,-113.89445
7080,45.12389,-113.881386
8471,50.3333,-113.833
59,61.180832,-113.68972
4064,37.090584,-113.593056
49,53.309723,-113.57972
7970,53.5789,-113.5307
1833,31.351877,-113.52573
165,53.5725,-113.52055
6448,35.5925,-113.4859
6842,48.443966,-113.21856
8688,34.59585,-113.1702
3824,37.700966,-113.09885
116,49.63028,-112.79972
8875,33.9689,-112.799
7716,44.73575,-112.72002
7982,33.420418,-112.68618
7983,32.96017,-112.67364
5760,42.9098,-112.596
7581,39.38064,-112.50771
4022,45.954807,-112.497475
3446,34.654472,-112.419586
3506,33.535,-112.38306
3470,48.608353,-112.376144
7126,33.423725,-112.37446
9139,33.526917,-112.295135
7000,42.17,-112.289
7981,33.111942,-112.269165
4219,35.952362,-112.14697
7857,37.706444,-112.145805
7057,35.966667,-112.13333
7582,38.736435,-112.098946
7282,27.093056,-112.09889
4100,43.514557,-112.07075
6999,41.552,-112.062
8871,34.73,-112.035
3462,33.434277,-112.01158
3504,46.606808,-111.98275
3536,40.788387,-111.977776
3614,41.12394,-111.97304
136,60.02028,-111.961945
8874,32.9917,-111.921
7649,33.62289,-111.91053
9093,40.76278,-111.90833
8397,33.818096,-111.89793
6998,41.791,-111.852
3765,33.26911,-111.81111
4280,34.84863,-111.788475
7980,32.954887,-111.76683
8869,33.4608,-111.728
7579,40.218056,-111.72222
4261,35.14032,-111.66924
6505,33.307835,-111.655
5835,25.0538,-111.615
9084,57.0556,-111.574
7127,40.659443,-111.499725
4124,36.9261,-111.4483
38,52.075,-111.445274
8803,40.481804,-111.4288
8870,32.9359,-111.427
8904,57.22389,-111.41889
3880,47.482,-111.37069
1817,25.989195,-111.34836
9138,32.509724,-111.32528
90,56.65333,-111.22195
7979,32.409557,-111.21839
8149,50.26667,-111.183
4020,45.77764,-111.16015
7072,44.68833,-111.1175
109,58.767223,-111.117226
8150,52.8306,-111.101
8151,52.8306,-111.101
1807,29.095858,-111.04786
1827,31.226084,-110.97583
3636,32.11608,-110.941025
1805,27.968983,-110.92517
3562,32.166466,-110.88314
3788,31.417723,-110.84789
151,53.35583,-110.82389
7583,39.609722,-110.75278
7267,54.30472,-110.74111
4027,43.607334,-110.73775
7587,35.021915,-110.72253
167,50.01889,-110.72083
5511,62.4183,-110.682
4094,64.69889,-110.61472
7717,45.69939,-110.4483
1816,24.072695,-110.36247
3601,31.588472,-110.34439
98,54.405,-110.27944
7727,37.0167,-110.201
85,53.309166,-110.0725
7078,34.265556,-110.005554
7720,45.80639,-109.98111
7280,22.9475,-109.93708
1794,27.39264,-109.833115
3604,48.542984,-109.762344
7074,38.755,-109.75472
1840,23.15185,-109.72105
7824,48.55457,-109.67836
9140,32.853333,-109.635086
3474,31.469028,-109.60367
7884,36.11088,-109.575424
7076,40.440834,-109.51
7588,31.342604,-109.506454
5752,47.0493,-109.467
2657,-27.164791,-109.42183
81,51.5175,-109.18083
1814,25.685194,-109.0808
5766,41.5942,-109.065
7502,36.998978,-109.04517
4344,44.520195,-109.0238
3776,35.08323,-108.79178
4340,35.51106,-108.78931
4338,37.303,-108.62806
7943,39.0646,-108.5705
7278,25.651943,-108.538055
4021,45.80921,-108.53765
4063,39.122414,-108.52673
84,54.12528,-108.52278
5484,59.5614,-108.481
6881,43.064167,-108.459724
157,55.841946,-108.4175
124,52.76917,-108.24361
3743,36.74125,-108.22994
6135,32.6365,-108.156
5777,43.9657,-107.951
4084,37.95376,-107.90848
3439,35.167286,-107.90199
6880,38.509792,-107.89424
1790,30.397438,-107.87497
3713,37.151516,-107.75377
7652,39.526306,-107.726944
186,50.291943,-107.69056
6847,37.812546,-107.662994
1792,24.764547,-107.47472
7942,39.548,-107.3233
3755,33.236942,-107.27175
4339,40.481182,-107.21766
7986,41.8056,-107.19994
5540,59.3344,-107.182
5769,44.7692,-106.98
7051,38.53389,-106.93306
4228,32.289417,-106.921974
4250,39.642555,-106.917694
7038,39.64276,-106.91593
7001,39.2232,-106.869
7580,40.51625,-106.8663
7653,41.44486,-106.823524
166,52.170834,-106.69972
5739,48.2125,-106.615
8226,68.16389,-106.61444
3529,35.040222,-106.60919
4019,35.040222,-106.60919
8893,48.42111,-106.5277
3872,42.908,-106.46442
1796,31.636133,-106.428665
3853,32.341484,-106.40277
3595,31.849527,-106.380035
3559,31.80725,-106.37759
7584,35.879803,-106.26942
1826,23.161356,-106.266075
3802,32.85252,-106.10652
3784,35.617107,-106.089424
5717,32.8399,-105.991
1797,28.702875,-105.96457
5755,46.428,-105.886
7073,37.435,-105.86667
5528,59.2503,-105.841
5746,41.3121,-105.675
101,53.21417,-105.672775
7071,48.094444,-105.575
89,50.330276,-105.559166
4296,44.348915,-105.53936
7077,33.46285,-105.53475
150,55.15139,-105.26195
1836,20.680082,-105.254166
8854,40.039444,-105.22583
4225,35.65422,-105.14239
32,69.108055,-105.138336
7822,39.90889,-105.117226
4257,40.451828,-105.01134
7890,39.753185,-105.00009
4251,39.779255,-104.88184
9067,39.779255,-104.88184
4222,39.57013,-104.8493
1802,21.419453,-104.84258
3804,41.155724,-104.81184
7070,47.13861,-104.80722
3503,38.678394,-104.756584
3567,39.701668,-104.75166
3819,38.805805,-104.700775
3751,39.861656,-104.67318
120,50.431946,-104.66583
1858,19.144777,-104.55863
3736,33.301556,-104.530556
1801,24.124193,-104.528015
3527,38.289085,-104.496574
8988,36.9033,-104.4386
3597,32.33747,-104.263275
7065,47.706944,-104.1925
5518,58.2767,-104.082
7809,44.48114,-103.786
3659,48.17794,-103.64235
3773,35.182777,-103.60319
5723,41.874,-103.596
1808,19.277012,-103.5774
8950,31.38239,-103.51072
4227,38.04972,-103.50943
1859,20.755833,-103.46528
1845,25.568277,-103.41058
3834,34.382774,-103.32214
1804,20.5218,-103.311165
7985,40.615314,-103.26485
3749,32.687527,-103.217026
3686,31.779629,-103.20136
5551,58.1069,-103.172
3625,44.145042,-103.10357
7066,42.8375,-103.09556
4223,34.42514,-103.07928
4087,44.045277,-103.05722
8815,41.10167,-102.985
51,49.210278,-102.965836
4224,30.915667,-102.91614
7067,42.053333,-102.80389
7064,46.7975,-102.80194
4342,38.069695,-102.6885
1855,22.897112,-102.68689
3482,36.022587,-102.54728
123,51.26472,-102.46167
1785,21.705559,-102.317856
66,52.816666,-102.31139
1857,20.045036,-102.275955
1813,18.001732,-102.22053
3652,31.942528,-102.20191
1835,19.396692,-102.039055
3829,33.66364,-101.82278
3840,35.219368,-101.70593
4343,39.37062,-101.69899
58,54.678055,-101.68166
7262,57.889442,-101.67917
1815,20.993464,-101.48085
1823,26.955732,-101.47014
7260,58.614166,-101.46889
1856,17.601568,-101.46053
3637,48.415573,-101.35766
7823,48.2361,-101.2987
3498,48.259377,-101.280334
5542,52.1206,-101.236
4231,30.735281,-101.20297
1788,29.333918,-101.10089
5524,53.9714,-101.091
185,56.863888,-101.07611
1821,19.849943,-101.0255
4341,37.044224,-100.95986
1842,22.254303,-100.93081
1810,25.549498,-100.92867
3792,29.374208,-100.927155
5834,20.545994,-100.88655
3483,29.359486,-100.77798
4083,46.77584,-100.757935
3497,37.92753,-100.72442
5748,41.1262,-100.684
7068,40.20639,-100.592224
1834,28.627394,-100.53521
3708,31.35775,-100.49631
3537,34.43378,-100.287994
5761,44.3827,-100.286
1784,25.865572,-100.237236
1838,20.617289,-100.18566
1825,25.778488,-100.10688
47,51.100834,-100.0525
5733,37.7634,-99.9656
31,49.91,-99.95194
3695,32.420757,-99.8546
7928,29.229404,-99.823944
1783,16.757061,-99.75395
7885,29.21543,-99.74896
3718,32.41132,-99.6819
1828,27.443918,-99.57046
1850,19.337072,-99.56601
1791,17.573767,-99.514336
3691,27.54375,-99.461555
7014,38.8422,-99.2732
3635,34.66707,-99.26668
1787,18.834764,-99.2613
3844,28.456694,-99.22029
8042,29.3591,-99.1775
7009,29.976667,-99.08547
1824,19.436302,-99.0721
3850,34.991306,-99.05135
6129,40.727,-99.0068
7007,31.793612,-98.9565
1798,23.703337,-98.95649
7063,48.114445,-98.90861
7261,56.792778,-98.90722
4229,32.719048,-98.891
7013,38.344166,-98.85917
1849,22.038292,-98.8065
1832,20.0772,-98.782814
5745,46.9297,-98.6782
3727,29.384228,-98.58111
7259,58.706112,-98.51222
3680,33.988796,-98.4919
3621,29.533693,-98.46978
5714,45.4491,-98.4218
4256,34.567715,-98.41663
3761,34.649834,-98.40217
1831,19.158144,-98.371445
5740,40.9675,-98.3096
3757,29.529675,-98.2789
103,49.903057,-98.27389
3826,26.175833,-98.23861
3491,44.3852,-98.22854
1839,26.008907,-98.228516
1843,19.537964,-98.17347
3766,32.781605,-98.06017
3574,27.740889,-98.02695
7880,34.471306,-97.95986
3510,36.33917,-97.9165
1848,22.29645,-97.86593
141,55.80111,-97.86417
7035,38.0655,-97.8606
5517,53.9583,-97.8442
3775,31.06725,-97.82892
3540,27.507223,-97.80972
4385,30.31666,-97.7666
7264,54.610832,-97.76028
3677,31.138731,-97.71447
8811,30.678808,-97.67938
3673,30.194529,-97.66989
3560,26.2285,-97.65439
5771,38.791,-97.6522
3863,35.39309,-97.60073
1818,25.769894,-97.525314
3744,27.77036,-97.50122
1830,20.60267,-97.46084
6948,32.76917,-97.44153
3457,37.649944,-97.43306
3738,25.906834,-97.42586
