appln_id,inv_person_id,inv_reg_code,inv_ctry_code,reg_code,ctry_code,prio_year,han_id,ipc
315,894,DED21,DE,DE117,DE,2007,181073,G06
494,1251,DE258,DE,DE254,DE,2007,379217,G06
542,4254522,DE300,DE,CH066,CH,2007,286361,G06
542,44730548,DE300,DE,CH066,CH,2007,286361,G06
629,1445,DE300,DE,CH066,CH,2007,286361,G06
630,44730586,DE300,DE,CH066,CH,2007,286361,G06
646,44730593,CH021,CH,CH021,CH,2008,826593,G06
1092,2402,DE925,DE,DE111,DE,2007,4964,G06
1116,2437,DE274,DE,DE27C,DE,2007,800178,G06
1132,2459,DE111,DE,DE111,DE,2007,2305765,G06
1134,2461,DE26B,DE,DE262,DE,2007,945826,G06
2914,9068,US34021,US,US34021,US,2007,3004689,G06
2914,9069,US49035,US,US34021,US,2007,3004689,G06
2914,9070,US34023,US,US34021,US,2007,3004689,G06
2914,9071,US34021,US,US34021,US,2007,3004689,G06
2936,9124,JPC20,JP,JPC20,JP,2007,1746785,G06
2976,9220,US12009,US,US12009,US,2007,3003024,G06
2976,9221,US12009,US,US12009,US,2007,3003024,G06
2977,9223,JPF23,JP,JPF23,JP,2007,40156,G06
2996,9291,JPG27,JP,JPG27,JP,2007,14516,G06
3000,9303,DE711,DE,DE711,DE,2008,2263342,G06
3000,9304,DE716,DE,DE711,DE,2008,2263342,G06
3001,9306,US36067,US,US36067,US,2007,3227552,G06
3001,9307,US06085,US,US36067,US,2007,3227552,G06
3001,9308,US36069,US,US36067,US,2007,3227552,G06
3001,9309,US53061,US,US36067,US,2007,3227552,G06
3001,9310,US36067,US,US36067,US,2007,3227552,G06
3001,9311,US36067,US,US36067,US,2007,3227552,G06
3001,9312,US06001,US,US36067,US,2007,3227552,G06
3044,9415,CH055,CH,DE128,DE,2007,2095418,G06
3044,9416,CH057,CH,DE128,DE,2007,2095418,G06
3044,9417,CH040,CH,DE128,DE,2007,2095418,G06
3044,9418,CH055,CH,DE128,DE,2007,2095418,G06
3183,44730859,US48201,US,CH052,CH,2007,369,G06
3183,44730860,US48201,US,CH052,CH,2007,369,G06
3183,44730861,US48201,US,CH052,CH,2007,369,G06
3261,44730908,JPD14,JP,JPD14,JP,2007,14472,G06
3261,44730909,JPD14,JP,JPD14,JP,2007,14472,G06
3265,9855,JPD14,JP,JPD14,JP,2007,14472,G06
3265,9856,JPD14,JP,JPD14,JP,2007,14472,G06
3265,9857,JPG28,JP,JPD14,JP,2007,14472,G06
3360,44730957,IL042,IL,IL042,IL,2007,92028,G06
3360,44730958,IL042,IL,IL042,IL,2007,92028,G06
3360,44730959,IL042,IL,IL042,IL,2007,92028,G06
3386,10015,KR013,KR,KR013,KR,2007,1374108,G06
3386,10016,KR013,KR,KR013,KR,2007,1374108,G06
3427,10061,PL522,PL,US26125,US,2008,3001920,G06
3427,10062,PL214,PL,US26125,US,2008,3001920,G06
3445,298469,NL337,NL,NL333,NL,2008,1730411,G06
3445,44730993,NL332,NL,NL333,NL,2008,1730411,G06
3445,44730994,NL333,NL,NL333,NL,2008,1730411,G06
3445,44730995,NL332,NL,NL333,NL,2008,1730411,G06
3445,44730996,NL332,NL,NL333,NL,2008,1730411,G06
3445,44730997,NL332,NL,NL333,NL,2008,1730411,G06
3490,10144,KR013,KR,KR013,KR,2007,1374108,G06
3497,10157,JPG27,JP,JPG27,JP,2007,1729978,G06
3502,10167,JPD13,JP,JPD13,JP,2007,2272962,G06
3502,10168,JPD13,JP,JPD13,JP,2007,2272962,G06
3502,10169,JPD13,JP,JPD13,JP,2007,2272962,G06
3502,10170,JPD13,JP,JPD13,JP,2007,2272962,G06
3502,10171,JPD13,JP,JPD13,JP,2007,2272962,G06
3526,44731041,IL042,IL,IL041,IL,2007,2660665,G06
3527,44731041,IL042,IL,IL041,IL,2007,2660665,G06
3542,10228,JPD14,JP,JPD13,JP,2007,14472,G06
3542,10229,JPD14,JP,JPD13,JP,2007,14472,G06
3544,44731047,SGZZZ,SG,FR105,FR,2007,39542,G06
3581,64244,CH022,CH,CH011,CH,2008,1711406,G06
3581,44731082,CH011,CH,CH011,CH,2008,1711406,G06
3581,44731083,CH011,CH,CH011,CH,2008,1711406,G06
3581,44731084,CH011,CH,CH011,CH,2008,1711406,G06
3605,44731101,JPD14,JP,JPD14,JP,2007,14472,G06
3605,44731102,JPD14,JP,JPD14,JP,2007,14472,G06
3712,10465,CA3506,CA,CA3530,CA,2008,3005651,G06
3712,10466,CA3530,CA,CA3530,CA,2008,3005651,G06
3716,10467,DEA22,DE,DEA22,DE,2008,10141,G06
3721,44731189,KR011,KR,KR011,KR,2007,22676,G06
3721,44731190,KR011,KR,KR011,KR,2007,22676,G06
3721,44731191,KR011,KR,KR011,KR,2007,22676,G06
3759,10507,JPG27,JP,JPG27,JP,2007,1729978,G06
3765,10515,KR013,KR,KR013,KR,2007,1374108,G06
3779,10539,SE221,SE,SE110,SE,2008,2381603,G06
3790,10558,US34027,US,US34027,US,2007,3003172,G06
3790,10559,US35001,US,US34027,US,2007,3003172,G06
3790,10560,US35001,US,US34027,US,2007,3003172,G06
3800,639702,DED21,DE,DE713,DE,2008,1095662,G06
3800,2174657,DE71C,DE,DE713,DE,2008,1095662,G06
3800,44731229,DE71C,DE,DE713,DE,2008,1095662,G06
3800,44731230,DE713,DE,DE713,DE,2008,1095662,G06
3817,44731237,SE224,SE,SE110,SE,2008,2381603,G06
3817,44731238,SE224,SE,SE110,SE,2008,2381603,G06
3817,44731239,SE224,SE,SE110,SE,2008,2381603,G06
3836,44731247,CN191,CN,CN191,CN,2007,1122343,G06
3836,44731248,CN191,CN,CN191,CN,2007,1122343,G06
3849,10659,JPD13,JP,JPD13,JP,2007,6302,G06
3849,10660,JPD13,JP,JPD13,JP,2007,6302,G06
3849,10661,JPD13,JP,JPD13,JP,2007,6302,G06
3866,10678,JPD14,JP,JPD14,JP,2007,14472,G06
3866,10679,JPD14,JP,JPD14,JP,2007,14472,G06
3878,44731264,JPD14,JP,JPD14,JP,2007,14472,G06
3878,44731265,JPD14,JP,JPD14,JP,2007,14472,G06
3888,44731268,SE224,SE,SE224,SE,2008,140393,G06
3890,10707,CA3530,CA,CA3530,CA,2007,3005651,G06
3890,10708,CA3530,CA,CA3530,CA,2007,3005651,G06
3890,10709,CA3521,CA,CA3530,CA,2007,3005651,G06
3892,44731269,UKI11,GB,UKI12,GB,2007,1892660,G06
3901,10726,JPD13,JP,JPD13,JP,2008,3622768,G06
3903,10727,JPG27,JP,JPG27,JP,2008,28940,G06
3913,40502,NL332,NL,NL333,NL,2008,1730411,G06
3913,70160,NL113,NL,NL333,NL,2008,1730411,G06
3913,1776647,NL332,NL,NL333,NL,2008,1730411,G06
3920,44731284,KR011,KR,KR011,KR,2008,22676,G06
3920,44731285,KR011,KR,KR011,KR,2008,22676,G06
3940,47123433,JPG27,JP,JPG27,JP,2007,1729978,G06
3949,10803,NL221,NL,NL333,NL,2008,1730411,G06
3949,10804,NL414,NL,NL333,NL,2008,1730411,G06
3956,10818,JPD14,JP,JPD14,JP,2007,27270,G06
3956,10819,JPD14,JP,JPD14,JP,2007,27270,G06
3956,10820,JPD14,JP,JPD14,JP,2007,27270,G06
3956,10821,JPD14,JP,JPD14,JP,2007,27270,G06
3960,10826,FI1C1,FI,US06085,US,2007,3032561,G06
3960,10827,FI1C1,FI,US06085,US,2007,3032561,G06
3970,10848,US12117,US,US06085,US,2007,3512000,G06
3970,10849,US12095,US,US06085,US,2007,3512000,G06
3978,9958,US53033,US,US34027,US,2007,3003172,G06
3978,10859,US34027,US,US34027,US,2007,3003172,G06
3979,10860,US25017,US,US06085,US,2007,3512000,G06
3979,10861,US25021,US,US06085,US,2007,3512000,G06
4024,10928,JPD14,JP,JPD14,JP,2007,14472,G06
4024,10929,JPD14,JP,JPD14,JP,2007,14472,G06
4052,10996,CA3506,CA,CA2466,CA,2007,3352465,G06
4052,10997,CA3506,CA,CA2466,CA,2007,3352465,G06
4053,11000,DEZZZ,DE,CN34,CN,2007,3672086,G06
4053,11001,US48491,US,CN34,CN,2007,3672086,G06
4053,11002,USZZZ,US,CN34,CN,2007,3672086,G06
4053,11003,UKH12,GB,CN34,CN,2007,3672086,G06
4053,11004,UKH12,GB,CN34,CN,2007,3672086,G06
4086,11070,IL032,IL,US06037,US,2007,3063359,G06
4086,11071,US25025,US,US06037,US,2007,3063359,G06
4094,11090,JPC20,JP,JPD13,JP,2007,34347,G06
4096,11094,US06085,US,US06085,US,2007,3348197,G06
4097,11094,US06085,US,US06085,US,2007,3348197,G06
4098,44731310,JPD13,JP,JPD13,JP,2007,17370,G06
4098,44731311,JPD13,JP,JPD13,JP,2007,17370,G06
4098,44731312,JPD13,JP,JPD13,JP,2007,17370,G06
4099,11096,JPD13,JP,JPD13,JP,2007,17370,G06
4099,11097,JPD13,JP,JPD13,JP,2007,17370,G06
4099,11098,JPD13,JP,JPD13,JP,2007,17370,G06
4099,11099,JPD13,JP,JPD13,JP,2007,17370,G06
4099,11100,JPD13,JP,JPD13,JP,2007,17370,G06
4133,44731325,US12095,US,US39113,US,2007,3004680,G06
4133,44731326,US12095,US,US39113,US,2007,3004680,G06
4133,44731327,US06085,US,US39113,US,2007,3004680,G06
4135,11188,US17031,US,CH052,CH,2007,369,G06
4135,11189,US18089,US,CH052,CH,2007,369,G06
4135,11190,US24031,US,CH052,CH,2007,369,G06
4140,44731328,JPD13,JP,JPD14,JP,2007,1082256,G06
4143,11204,JPD13,JP,JPD13,JP,2007,17370,G06
4143,11205,JPD13,JP,JPD13,JP,2007,17370,G06
4144,44731329,JPD13,JP,JPD13,JP,2007,17370,G06
4144,44731330,JPD13,JP,JPD13,JP,2007,17370,G06
4144,44731331,JPD13,JP,JPD13,JP,2007,17370,G06
4144,44731332,JPD13,JP,JPD13,JP,2007,17370,G06
4144,44731333,JPD13,JP,JPD13,JP,2007,17370,G06
4149,11215,JPD13,JP,JPD13,JP,2007,17370,G06
4149,11216,JPD13,JP,JPD13,JP,2007,17370,G06
4150,44731334,JPD13,JP,JPD13,JP,2007,17370,G06
4150,44731335,JPD13,JP,JPD13,JP,2007,17370,G06
4150,44731336,JPD13,JP,JPD13,JP,2007,17370,G06
4150,44731337,JPD13,JP,JPD13,JP,2007,17370,G06
4177,44731347,JPD13,JP,JPD13,JP,2007,17370,G06
4177,44731348,JPD13,JP,JPD13,JP,2007,17370,G06
4178,11291,US06085,US,US36103,US,2007,3007341,G06
4178,11292,US06081,US,US36103,US,2007,3007341,G06
4178,11293,JPD13,JP,US36103,US,2007,3007341,G06
4183,11298,US06085,US,US36103,US,2007,3007341,G06
4183,11299,US06081,US,US36103,US,2007,3007341,G06
4183,11300,US06081,US,US36103,US,2007,3007341,G06
4183,11301,US53033,US,US36103,US,2007,3007341,G06
4189,11313,SGZZZ,SG,SGZZZ,SG,2007,3763461,G06
4189,11314,SGZZZ,SG,SGZZZ,SG,2007,3763461,G06
4189,11315,SGZZZ,SG,SGZZZ,SG,2007,3763461,G06
4190,11317,DE501,DE,DE501,DE,2008,2410845,G06
4191,11319,SGZZZ,SG,SGZZZ,SG,2007,1287653,G06
4191,11320,SGZZZ,SG,JPG27,JP,2007,3763461,G06
4191,11321,JPD14,JP,JPG27,JP,2007,3763461,G06
4194,11313,SGZZZ,SG,SGZZZ,SG,2007,3763461,G06
4194,11314,SGZZZ,SG,SGZZZ,SG,2007,3763461,G06
4198,11334,US53033,US,CN34,CN,2008,3672539,G06
4198,11335,CN34,CN,CN34,CN,2008,3672539,G06
4241,196681,BE211,BE,FR101,FR,2008,98298,G06
4241,2193574,BE213,BE,FR101,FR,2008,98298,G06
4241,44731384,BE211,BE,FR101,FR,2008,98298,G06
4249,144918,BE241,BE,FR101,FR,2008,98298,G06
4249,196681,BE211,BE,FR101,FR,2008,98298,G06
4249,705308,BE234,BE,FR101,FR,2008,98298,G06
4249,2193574,BE213,BE,FR101,FR,2008,98298,G06
4249,44731388,BE211,BE,FR101,FR,2008,98298,G06
4256,44731401,FR521,FR,FR101,FR,2008,98298,G06
4256,44731402,FR521,FR,FR101,FR,2008,98298,G06
4270,44731429,FR107,FR,FR105,FR,2008,2148235,G06
4270,44731430,FR101,FR,FR105,FR,2008,2148235,G06
4284,44731441,FR105,FR,FR105,FR,2008,39542,G06
4284,44731442,FR105,FR,FR105,FR,2008,39542,G06
4284,44731443,FR105,FR,FR105,FR,2008,39542,G06
4287,4288964,DE136,DE,FR105,FR,2007,39542,G06
4287,4371443,DE136,DE,FR105,FR,2007,39542,G06
4287,44731448,DE136,DE,FR105,FR,2007,39542,G06
4302,71525,FR824,FR,FR824,FR,2008,892976,G06
4311,44731476,ES511,ES,CH052,CH,2008,369,G06
4311,44731477,ES300,ES,CH052,CH,2008,369,G06
4311,44731478,ES511,ES,CH052,CH,2008,369,G06
4311,44731479,ES511,ES,CH052,CH,2008,369,G06
5933,15550,US26163,US,DE123,DE,2007,1024538,G06
6095,15823,KR011,KR,KR011,KR,2007,22676,G06
6095,15824,KR011,KR,KR011,KR,2007,22676,G06
6097,15825,DE123,DE,DE123,DE,2007,1024538,G06
6097,15826,DE12B,DE,DE123,DE,2007,1024538,G06
6097,15827,DE123,DE,DE123,DE,2007,1024538,G06
6099,15828,JPH34,JP,JPG27,JP,2007,34699,G06
6103,15837,KR011,KR,KR011,KR,2007,22676,G06
6103,15838,KR011,KR,KR011,KR,2007,22676,G06
6105,15840,JPG27,JP,JPG27,JP,2007,27324,G06
6109,15842,JPD13,JP,JPD13,JP,2007,32409,G06
6109,15843,JPD13,JP,JPD13,JP,2007,32409,G06
6111,15844,KR013,KR,KR013,KR,2007,1374108,G06
6113,15846,CN34,CN,CN34,CN,2007,3672541,G06
6119,15851,JPF23,JP,JPF23,JP,2007,9976,G06
6125,15855,DE711,DE,DE711,DE,2007,2263342,G06
6125,15856,DE716,DE,DE711,DE,2007,2263342,G06
6125,15857,DE716,DE,DE711,DE,2007,2263342,G06
6125,15858,DE711,DE,DE711,DE,2007,2263342,G06
6129,15861,US25017,US,US25017,US,2007,3077010,G06
6133,15871,CN34,CN,CN34,CN,2007,3672542,G06
6133,15872,CN34,CN,CN34,CN,2007,3672542,G06
6133,15873,CN34,CN,CN34,CN,2007,3672542,G06
6133,15874,CN34,CN,CN34,CN,2007,3672542,G06
6133,15875,CN34,CN,CN34,CN,2007,3672542,G06
6133,15876,CN34,CN,CN34,CN,2007,3672542,G06
6133,15877,CN34,CN,CN34,CN,2007,3672542,G06
6133,15878,CN34,CN,CN34,CN,2007,3672542,G06
6137,15882,DE600,DE,DE123,DE,2007,1024538,G06
6141,15886,US48113,US,US17043,US,2007,3462212,G06
6147,44731584,JPD14,JP,JPD14,JP,2007,14472,G06
6153,15903,DE111,DE,DE300,DE,2007,2272987,G06
6161,15922,THZZZ,TH,UKI21,GB,2007,1226519,G06
6163,15923,JPD13,JP,JPD13,JP,2007,20711,G06
6167,15927,US49049,US,US49049,US,2007,3387645,G06
6167,15928,US49049,US,US49049,US,2007,3387645,G06
6169,15929,DEB3E,DE,DE128,DE,2007,2095418,G06
6169,15930,DE128,DE,DE128,DE,2007,2095418,G06
6171,15931,JPD13,JP,JPD13,JP,2007,26691,G06
6173,47082140,JPG26,JP,JPG26,JP,2007,28228,G06
6177,15939,US26163,US,DE123,DE,2007,1024538,G06
6177,15940,DE144,DE,DE123,DE,2007,1024538,G06
6177,15941,DE144,DE,DE123,DE,2007,1024538,G06
6187,15949,KR051,KR,KR051,KR,2007,21698,G06
6187,15950,KR011,KR,KR051,KR,2007,21698,G06
6187,15951,KR051,KR,KR051,KR,2007,21698,G06
6189,15953,CA3520,CA,JPD13,JP,2007,34347,G06
6189,15954,CA3520,CA,JPD13,JP,2007,34347,G06
6191,15955,JPG27,JP,JPG27,JP,2007,39906,G06
6191,15956,JPG27,JP,JPG27,JP,2007,39906,G06
6193,15958,IL031,IL,IL031,IL,2007,1619195,G06
6193,15959,IL031,IL,IL031,IL,2007,1619195,G06
6193,15960,IL031,IL,IL031,IL,2007,1619195,G06
6193,15961,IL031,IL,IL031,IL,2007,1619195,G06
6193,15962,IL031,IL,IL031,IL,2007,1619195,G06
6203,15975,CN34,CN,CN34,CN,2007,3672027,G06
7480,44731610,FR105,FR,FR105,FR,2007,33971,G06
7490,44731617,FR105,FR,FR101,FR,2007,98298,G06
7490,44731618,FR104,FR,FR101,FR,2007,98298,G06
7492,44731619,FR103,FR,FR103,FR,2007,657059,G06
7492,44731620,FR103,FR,FR103,FR,2007,657059,G06
7492,44731621,FR106,FR,FR103,FR,2007,657059,G06
7508,17061,FR714,FR,FR101,FR,2007,14187,G06
7546,17124,FR105,FR,FR105,FR,2007,2070041,G06
7546,17125,FR105,FR,FR105,FR,2007,2070041,G06
7546,17126,FR108,FR,FR105,FR,2007,2070041,G06
7554,17145,FR823,FR,FR623,FR,2007,503951,G06
7554,17146,FR823,FR,FR623,FR,2007,503951,G06
7554,17147,FR823,FR,FR623,FR,2007,503951,G06
7554,17148,FR823,FR,FR623,FR,2007,503951,G06
7562,4099396,FR716,FR,FR101,FR,2007,1785852,G06
7562,4357201,FR716,FR,FR101,FR,2007,1785852,G06
7562,4375547,FR716,FR,FR101,FR,2007,1785852,G06
7565,44731675,FR105,FR,FR105,FR,2008,892479,G06
7709,17443,FR101,FR,FR105,FR,2007,3625208,G06
12861,17999,DEB3E,DE,DE212,DE,2007,2869,G06
12861,18000,DEB3E,DE,DE212,DE,2007,2869,G06
12861,18001,DE123,DE,DE212,DE,2007,2869,G06
12871,18012,DE123,DE,DE123,DE,2007,674589,G06
12871,18013,DE123,DE,DE123,DE,2007,674589,G06
12871,18014,DE123,DE,DE123,DE,2007,674589,G06
12871,18015,DE123,DE,DE123,DE,2007,674589,G06
12879,18022,CH040,CH,CH040,CH,2007,734817,G06
19147,20360,CN34,CN,CN34,CN,2007,3672548,G06
19151,20366,JPG26,JP,JPG26,JP,2007,27148,G06
19153,20367,JPG27,JP,JPG27,JP,2007,27324,G06
19153,20368,JPG27,JP,JPG27,JP,2007,27324,G06
19155,20369,JPG26,JP,JPG26,JP,2007,27148,G06
19155,20370,JPG26,JP,JPG26,JP,2007,27148,G06
19157,20372,KR012,KR,KR011,KR,2007,22676,G06
19159,20372,KR012,KR,KR011,KR,2007,22676,G06
19161,20374,KR012,KR,KR011,KR,2007,22676,G06
19163,20375,KR012,KR,KR011,KR,2007,22676,G06
19163,20376,KR013,KR,KR011,KR,2007,22676,G06
19165,20378,KR012,KR,KR011,KR,2007,22676,G06
19167,20379,CA3530,CA,CA3530,CA,2007,3005651,G06
19167,20380,CA3530,CA,CA3530,CA,2007,3005651,G06
19167,20381,CA3530,CA,CA3530,CA,2007,3005651,G06
19169,20382,KR011,KR,KR011,KR,2007,22676,G06
19171,20383,KR011,KR,KR011,KR,2007,22676,G06
19171,20384,KR011,KR,KR011,KR,2007,22676,G06
19173,20385,KR011,KR,KR011,KR,2007,22676,G06
19175,20386,JPD13,JP,JPD13,JP,2007,17370,G06
19175,20387,JPD13,JP,JPD13,JP,2007,17370,G06
19175,20388,JPD13,JP,JPD13,JP,2007,17370,G06
19177,20389,US36051,US,US36055,US,2007,3007682,G06
19179,20390,FR823,FR,DE128,DE,2007,2095418,G06
19183,20395,SE125,SE,SE125,SE,2007,2718818,G06
19189,20400,US06037,US,US36055,US,2007,3007682,G06
19191,20401,US36055,US,US36055,US,2007,3007682,G06
19191,20402,US36055,US,US36055,US,2007,3007682,G06
19191,20403,US36055,US,US36055,US,2007,3007682,G06
19193,20404,US09001,US,US49049,US,2007,3387645,G06
19195,20406,UKG12,GB,UKG12,GB,2007,2568652,G06
19197,20407,DE923,DE,DE929,DE,2007,591988,G06
19199,20408,KR013,KR,KR013,KR,2007,1374108,G06
19199,20409,KR013,KR,KR013,KR,2007,1374108,G06
19199,20410,KR013,KR,KR013,KR,2007,1374108,G06
19199,20411,KR013,KR,KR013,KR,2007,1374108,G06
19205,20419,DE111,DE,DE112,DE,2007,779745,G06
19207,20420,JPD14,JP,JPD14,JP,2007,14472,G06
19209,20421,ITF33,IT,ITF33,IT,2007,537237,G06
19213,20425,KR011,KR,KR013,KR,2007,1374108,G06
19215,20426,JPG27,JP,JPG27,JP,2007,479842,G06
19215,20427,JPG27,JP,JPG27,JP,2007,479842,G06
19217,20428,KRZZZ,KR,KR013,KR,2007,1374108,G06
19217,20429,KR013,KR,KR013,KR,2007,1374108,G06
19219,20430,JPF23,JP,JPF23,JP,2007,5522,G06
19219,20431,JPF23,JP,JPF23,JP,2007,5522,G06
19219,20432,JPF23,JP,JPF23,JP,2007,5522,G06
19221,20433,NL323,NL,NL333,NL,2007,1730411,G06
19227,20444,BE327,BE,BE323,BE,2007,402929,G06
19227,20445,BE323,BE,BE323,BE,2007,2487420,G06
19227,20446,BE331,BE,BE335,BE,2007,2487420,G06
19227,20447,BE241,BE,BE332,BE,2007,1701476,G06
19227,20448,BE332,BE,BE100,BE,2007,2487420,G06
19233,20458,JPF23,JP,JPF23,JP,2007,5522,G06
19233,20459,JPF23,JP,JPF23,JP,2007,5522,G06
19235,20461,DEA42,DE,UKI12,GB,2007,1288490,G06
19239,20466,UKI11,GB,UKI11,GB,2007,956237,G06
19243,20471,US13121,US,US13121,US,2007,3116814,G06
19243,20472,US13121,US,US13121,US,2007,3116814,G06
19243,20473,US08031,US,US13121,US,2007,3116814,G06
19243,20474,US08031,US,US13121,US,2007,3116814,G06
19245,20475,JPD13,JP,JPD13,JP,2007,2445913,G06
19249,20478,US53011,US,JPG27,JP,2007,34699,G06
19249,20479,US53015,US,JPG27,JP,2007,34699,G06
19249,20480,US53011,US,JPG27,JP,2007,34699,G06
19255,20487,JPC09,JP,JPC09,JP,2007,2436940,G06
19255,20488,JPG28,JP,JPG28,JP,2007,1358034,G06
19255,20489,JPG28,JP,JPG28,JP,2007,1358034,G06
19257,20490,IL031,IL,IL031,IL,2007,1619195,G06
19257,20491,IL031,IL,IL031,IL,2007,1619195,G06
19257,20492,IL031,IL,IL031,IL,2007,1619195,G06
19261,20496,CN01,CN,FR105,FR,2007,39542,G06
19261,20497,CN01,CN,FR105,FR,2007,39542,G06
19261,20498,US06037,US,FR105,FR,2007,39542,G06
19261,20499,US06037,US,FR105,FR,2007,39542,G06
19265,20501,JPD13,JP,JPD13,JP,2007,17370,G06
19265,20502,JPD13,JP,JPD13,JP,2007,17370,G06
19265,20503,JPD13,JP,JPD13,JP,2007,17370,G06
19265,20504,JPD13,JP,JPD13,JP,2007,17370,G06
19401,20730,JPD14,JP,JPD14,JP,2007,14472,G06
20435,611360,AT323,AT,AT323,AT,2007,2231546,G06
20435,44731753,AT323,AT,AT323,AT,2007,2231546,G06
20459,44731757,DE131,DE,DE122,DE,2008,14057,G06
20459,44731758,DE718,DE,DE122,DE,2008,14057,G06
20472,21944,DE276,DE,DE212,DE,2007,854798,G06
20472,21945,DE271,DE,DE212,DE,2007,854798,G06
20487,21979,DE21C,DE,DE212,DE,2007,2010561,G06
20487,21980,DE21C,DE,DE212,DE,2007,2010561,G06
20497,22006,DE718,DE,DE126,DE,2008,800339,G06
20497,22007,DE716,DE,DE126,DE,2008,800339,G06
20497,22008,DEB39,DE,DE126,DE,2008,800339,G06
20497,22009,DE408,DE,DE126,DE,2008,800339,G06
20497,22009,DE40D,DE,DE126,DE,2008,800339,G06
20505,889,DEB3C,DE,DE128,DE,2008,6466,G06
20505,2202606,DEB31,DE,DE128,DE,2008,6466,G06
20505,4311082,DE128,DE,DE128,DE,2008,6466,G06
20505,44731771,DE715,DE,DE128,DE,2008,6466,G06
20505,44731772,DE711,DE,DE128,DE,2008,6466,G06
20555,44731788,DE122,DE,DE212,DE,2008,2869,G06
20555,44731789,FR421,FR,DE212,DE,2008,2869,G06
20601,23190,DE131,DE,DE133,DE,2008,34977,G06
20601,147895,DE132,DE,DE133,DE,2008,34977,G06
20601,44731810,DE132,DE,DE133,DE,2008,34977,G06
20601,44731811,DE131,DE,DE133,DE,2008,34977,G06
20617,22234,UKI12,GB,CH040,CH,2007,2345326,G06
20617,22235,CH040,CH,CH040,CH,2007,2345326,G06
20957,22630,DE21H,DE,DE212,DE,2007,15371,G06
21119,23252,DE259,DE,DE212,DE,2007,2869,G06
21119,23253,DE258,DE,DE212,DE,2007,2869,G06
21119,23254,DE25A,DE,DE212,DE,2007,2869,G06
21119,23255,DE254,DE,DE212,DE,2007,2869,G06
21119,23256,DE252,DE,DE212,DE,2007,2869,G06
21142,44731933,DE111,DE,DE212,DE,2007,2869,G06
21142,44731934,DE112,DE,DE212,DE,2007,2869,G06
21276,23513,CH040,CH,CH040,CH,2007,1049916,G06
21664,24022,JPD13,JP,DEA11,DE,2007,2535583,G06
21666,24023,DE40H,DE,DEA22,DE,2007,10141,G06
21666,24024,DE300,DE,DEA22,DE,2007,10141,G06
21666,24025,DE300,DE,DEA22,DE,2007,10141,G06
21666,24026,DE406,DE,DEA22,DE,2007,10141,G06
21668,24027,DEA14,DE,DEA11,DE,2007,2535583,G06
21806,24236,CH021,CH,CH031,CH,2007,12952,G06
21806,24237,CH021,CH,CH031,CH,2007,12952,G06
21806,24238,CH021,CH,CH031,CH,2007,12952,G06
21806,24239,CH022,CH,CH031,CH,2007,12952,G06
21806,24240,CH021,CH,CH031,CH,2007,12952,G06
22109,24760,JPF23,JP,JPF23,JP,2007,5522,G06
22109,24761,JPF23,JP,JPF23,JP,2007,5522,G06
22109,24762,JPF23,JP,JPF23,JP,2007,5522,G06
22816,26020,KR013,KR,KR013,KR,2007,1374108,G06
22816,26021,KR013,KR,KR013,KR,2007,1374108,G06
22816,26022,KR013,KR,KR013,KR,2007,1374108,G06
22816,26023,KR013,KR,KR013,KR,2007,1374108,G06
22816,26024,KR013,KR,KR013,KR,2007,1374108,G06
22994,26305,JPD14,JP,JPD14,JP,2007,14472,G06
22994,26306,JPD14,JP,JPD14,JP,2007,14472,G06
22996,26307,JPD14,JP,JPD14,JP,2007,14472,G06
22996,26308,JPD14,JP,JPD14,JP,2007,14472,G06
22998,26310,CN34,CN,CN34,CN,2007,3672554,G06
23000,26311,JPD14,JP,JPD14,JP,2007,14472,G06
23000,26312,JPD14,JP,JPD14,JP,2007,14472,G06
23000,26313,JPD14,JP,JPD14,JP,2007,14472,G06
23002,26311,JPD14,JP,JPD14,JP,2007,14472,G06
23002,26312,JPD14,JP,JPD14,JP,2007,14472,G06
23002,26315,JPD14,JP,JPD14,JP,2007,14472,G06
23006,26318,UKN03,GB,UKN03,GB,2007,1757526,G06
23006,26319,UKN03,GB,UKN03,GB,2007,1757526,G06
23006,26320,UKN03,GB,UKN03,GB,2007,1757526,G06
23006,26321,UKN03,GB,UKN03,GB,2007,1757526,G06
23006,26322,UKN03,GB,UKN03,GB,2007,1757526,G06
23006,26323,UKN03,GB,UKN03,GB,2007,1757526,G06
23006,26324,UKN03,GB,UKN03,GB,2007,1757526,G06
23010,26331,CN34,CN,CN34,CN,2007,3672554,G06
23012,20384,KR011,KR,KR011,KR,2007,22676,G06
23014,26333,CA4605,CA,US36083,US,2007,3335590,G06
23014,26334,CA3520,CA,US36083,US,2007,3335590,G06
23016,26335,KR013,KR,KR013,KR,2007,1374108,G06
23016,26336,KR013,KR,KR013,KR,2007,1374108,G06
23016,26337,KR013,KR,KR013,KR,2007,1374108,G06
23016,26338,KR013,KR,KR013,KR,2007,1374108,G06
23016,26339,KR013,KR,KR013,KR,2007,1374108,G06
23018,26340,JPD13,JP,JPD13,JP,2007,6302,G06
23018,26341,JPD13,JP,JPD13,JP,2007,6302,G06
23020,26342,US36055,US,US12009,US,2007,3003024,G06
23022,26344,UKI23,GB,UKI11,GB,2007,1334296,G06
23028,26353,JPD13,JP,JPD13,JP,2007,1082256,G06
